,bound_90,bound_91,bound_92,bound_93,bound_94,bound_95,bound_96,bound_97,bound_98,bound_99,bound_100,bound_101,bound_102,bound_103,bound_104,bound_105,bound_106,bound_107,bound_108,bound_109,bound_110,bound_111,bound_112,bound_113,bound_114,bound_115,bound_116,bound_117,bound_118,bound_119,bound_120,bound_121,bound_122,bound_123,bound_124,bound_125,bound_126,bound_127,bound_128,bound_129,bound_130,bound_131,bound_132,bound_133,bound_134,bound_135,bound_136,bound_137,bound_138,bound_139,bound_140,bound_141,bound_142,bound_143,bound_144,bound_145,bound_146,bound_147,bound_148,bound_149,bound_150,bound_151,bound_152,bound_153,bound_154,bound_155,bound_156,bound_157,bound_158,bound_159,bound_160,bound_161,bound_162,bound_163,bound_164,bound_165,bound_166,bound_167,bound_168,bound_169,bound_170,bound_171,bound_172,bound_173,bound_174,bound_175,bound_176,bound_177,bound_178,bound_179
27,5.008579254150391,4.9076738357543945,4.811241149902344,4.719098091125488,4.631094932556152,4.547145843505859,4.4672136306762695,4.3912858963012695,4.319338798522949,4.2513227462768555,4.1871490478515625,4.126692771911621,4.069797515869141,4.016274452209473,3.965909004211426,3.9184579849243164,3.8736572265625,3.8312530517578125,3.7910194396972656,3.752777099609375,3.7163915634155273,3.6817731857299805,3.6488609313964844,3.617648124694824,3.588168144226074,3.5604991912841797,3.5347375869750977,3.511000633239746,3.4894208908081055,3.4701528549194336,3.453369140625,3.4392518997192383,3.4279890060424805,3.419774055480957,3.414801597595215,3.413264274597168,3.415346145629883,3.4212074279785156,3.4309864044189453,3.444779396057129,3.462639808654785,3.484569549560547,3.510531425476074,3.540461540222168,3.5742788314819336,3.61190128326416,3.6532373428344727,3.698190689086914,3.7466249465942383,3.798333168029785,3.8530168533325195,3.9103002548217773,3.9697675704956055,4.031017303466797,4.093701362609863,4.157534599304199,4.222275733947754,4.287728309631348,4.353754043579102,4.420284271240234,4.487313270568848,4.554869651794434,4.623012542724609,4.6918439865112305,4.761527061462402,4.832267761230469,4.904265403747559,4.977690696716309,5.052694320678711,5.129426002502441,5.208056449890137,5.28878116607666,5.371851921081543,5.457574844360352,5.546280860900879,5.63829231262207,5.733880043029785,5.833246231079102,5.936540126800537,6.043881416320801,6.1554131507873535,6.271298408508301,6.391683578491211,6.516639709472656,6.646104335784912,6.779853820800781,6.917516231536865,7.058649063110352,7.202844619750977,7.349778175354004
28,4.940665245056152,4.8455657958984375,4.754486083984375,4.6673383712768555,4.584105491638184,4.504800796508789,4.429440498352051,4.358016014099121,4.290480613708496,4.226747512817383,4.166691780090332,4.110154151916504,4.056946754455566,4.006844520568848,3.959596633911133,3.9149274826049805,3.8725709915161133,3.832291603088379,3.7938966751098633,3.757235527038574,3.722193717956543,3.6886892318725586,3.656680107116699,3.6261816024780273,3.5972414016723633,3.569939613342285,3.5443716049194336,3.5206527709960938,3.498927116394043,3.4793577194213867,3.462124824523926,3.447420120239258,3.435443878173828,3.426398277282715,3.4204883575439453,3.4179182052612305,3.418872833251953,3.423518180847168,3.4319896697998047,3.4443817138671875,3.460738182067871,3.4810590744018555,3.505305290222168,3.533416748046875,3.5653228759765625,3.6009464263916016,3.640212059020996,3.683034896850586,3.729299545288086,3.7788190841674805,3.8313188552856445,3.886444091796875,3.9437999725341797,4.00300407409668,4.063721656799316,4.125680923461914,4.188652992248535,4.252444267272949,4.316908836364746,4.381958961486816,4.447573661804199,4.5137739181518555,4.580597877502441,4.648114204406738,4.716447830200195,4.785778045654297,4.856308937072754,4.928221702575684,5.001669883728027,5.076786041259766,5.153717041015625,5.232621192932129,5.313694000244141,5.397183418273926,5.483391761779785,5.572644233703613,5.665246963500977,5.761453628540039,5.861453056335449,5.965364456176758,6.073286533355713,6.185333251953125,6.301652431488037,6.422392845153809,6.547633171081543,6.677340507507324,6.811314582824707,6.949187278747559,7.090487003326416,7.2347283363342285
29,4.878301620483398,4.788163185119629,4.701798439025879,4.619248390197754,4.54056453704834,4.465781211853027,4.394896507263184,4.327866554260254,4.264605522155762,4.204987525939941,4.148856163024902,4.0960187911987305,4.046250343322754,3.9992895126342773,3.9548540115356445,3.912672996520996,3.872502326965332,3.8341407775878906,3.797422409057617,3.762213706970215,3.728407859802246,3.6959409713745117,3.664794921875,3.6349964141845703,3.606600761413574,3.5796804428100586,3.5543317794799805,3.5306777954101562,3.5088682174682617,3.489077568054199,3.4714927673339844,3.4563121795654297,3.443744659423828,3.434001922607422,3.4273014068603516,3.423847198486328,3.4238290786743164,3.427412986755371,3.4347314834594727,3.4458703994750977,3.4608688354492188,3.4797210693359375,3.5023860931396484,3.5288076400756836,3.5589218139648438,3.5926589965820312,3.629953384399414,3.670734405517578,3.7149009704589844,3.7622833251953125,3.8126296997070312,3.865607261657715,3.920840263366699,3.977964401245117,4.03665828704834,4.096667289733887,4.157778739929199,4.219809532165527,4.282609939575195,4.346080780029297,4.410189628601074,4.474946975708008,4.54038143157959,4.606536865234375,4.673495292663574,4.741399765014648,4.810439109802246,4.880803108215332,4.952651023864746,5.0261077880859375,5.1012983322143555,5.1783552169799805,5.25743293762207,5.338719367980957,5.42246150970459,5.508959770202637,5.598536491394043,5.691484451293945,5.788050651550293,5.888404846191406,5.9926557540893555,6.1008782386779785,6.2131667137146,6.329659461975098,6.450501441955566,6.575793743133545,6.705525875091553,6.839531898498535,6.9774699211120605,7.118846893310547
30,4.820188522338867,4.734560012817383,4.652679443359375,4.574623107910156,4.500430107116699,4.430105209350586,4.363604545593262,4.300841331481934,4.241690635681152,4.185996055603027,4.133570671081543,4.084181785583496,4.037564277648926,3.99343204498291,3.951510429382324,3.911555290222168,3.873354911804199,3.8367385864257812,3.8015527725219727,3.767672538757324,3.7350072860717773,3.7035131454467773,3.673196792602539,3.6440839767456055,3.616227149963379,3.5896949768066406,3.564589500427246,3.541041374206543,3.5192089080810547,3.4992713928222656,3.48142147064209,3.4658660888671875,3.4528188705444336,3.442502021789551,3.435135841369629,3.4309301376342773,3.430072784423828,3.432727813720703,3.4390220642089844,3.4490365982055664,3.4628000259399414,3.4803037643432617,3.5015077590942383,3.5263566970825195,3.5547914505004883,3.5867490768432617,3.622171401977539,3.6610002517700195,3.703145980834961,3.748455047607422,3.7966928482055664,3.847550392150879,3.900667190551758,3.955695152282715,4.012331962585449,4.07033634185791,4.129513740539551,4.189696311950684,4.250741004943848,4.312542915344238,4.375058174133301,4.438289642333984,4.502264022827148,4.567011833190918,4.63258171081543,4.699069023132324,4.766633033752441,4.835456848144531,4.9057111740112305,4.977518081665039,5.050985336303711,5.126218795776367,5.203342437744141,5.282500267028809,5.363873481750488,5.4477128982543945,5.534316062927246,5.62399959564209,5.7170562744140625,5.813720703125,5.9141621589660645,6.018474578857422,6.1267194747924805,6.238980293273926,6.355383396148682,6.476080894470215,6.601187705993652,6.730725288391113,6.864569664001465,7.002408027648926
31,4.765707969665527,4.684500694274902,4.607083320617676,4.533502578735352,4.4637603759765625,4.397812843322754,4.3355712890625,4.276913642883301,4.221686363220215,4.169699668884277,4.120722770690918,4.0744829177856445,4.030695915222168,3.9890871047973633,3.9494123458862305,3.91146183013916,3.8750524520874023,3.840022087097168,3.8062314987182617,3.773562431335449,3.7419557571411133,3.7113866806030273,3.6818666458129883,3.65341854095459,3.6260881423950195,3.5999507904052734,3.575113296508789,3.5517139434814453,3.5299158096313477,3.509902000427246,3.491870880126953,3.4760313034057617,3.4626054763793945,3.4518213272094727,3.4439029693603516,3.4390573501586914,3.437472343444824,3.4393110275268555,3.4446916580200195,3.453688621520996,3.4663238525390625,3.4825830459594727,3.502429962158203,3.5258102416992188,3.5526695251464844,3.5829477310180664,3.6165971755981445,3.6535654067993164,3.6937742233276367,3.7370834350585938,3.783275604248047,3.8320541381835938,3.88308048248291,3.936020851135254,3.9905853271484375,4.046547889709473,4.10373592376709,4.161999702453613,4.221207618713379,4.281256675720215,4.342093467712402,4.403717041015625,4.466156005859375,4.5294389724731445,4.593593597412109,4.658673286437988,4.724791526794434,4.792113304138184,4.860809326171875,4.9310102462768555,5.002811431884766,5.076292037963867,5.151544570922852,5.228680610656738,5.307831764221191,5.389176368713379,5.47296142578125,5.5594892501831055,5.649076461791992,5.742008209228516,5.838522911071777,5.938785552978516,6.042886734008789,6.150885581970215,6.262850284576416,6.378907203674316,6.499212741851807,6.6239013671875,6.753028869628906,6.886509418487549
32,4.714810371398926,4.638053894042969,4.56511116027832,4.495980262756348,4.430611610412598,4.3689165115356445,4.3107757568359375,4.256038665771484,4.204514503479004,4.155967712402344,4.1101274490356445,4.066708564758301,4.025443077087402,3.986086845397949,3.9484338760375977,3.9122962951660156,3.8775081634521484,3.8439130783081055,3.8113813400268555,3.7798280715942383,3.7492151260375977,3.7195281982421875,3.69077205657959,3.6629648208618164,3.636153221130371,3.610422134399414,3.5858802795410156,3.562673568725586,3.5409679412841797,3.5209474563598633,3.5028085708618164,3.486769676208496,3.473055839538574,3.461899757385254,3.4535226821899414,3.4481325149536133,3.445916175842285,3.4470291137695312,3.4515886306762695,3.4596548080444336,3.471250534057617,3.486355781555176,3.5049352645874023,3.5269412994384766,3.5523195266723633,3.5810155868530273,3.612987518310547,3.648188591003418,3.686549186706543,3.727940559387207,3.7721567153930664,3.8189172744750977,3.8678979873657227,3.918776512145996,3.9712743759155273,4.02518367767334,4.08034610748291,4.136635780334473,4.193939208984375,4.2521562576293945,4.311234474182129,4.371169090270996,4.431990623474121,4.493738174438477,4.556427955627441,4.620088577270508,4.684786796569824,4.750648498535156,4.817834854125977,4.886486053466797,4.956696510314941,5.028522491455078,5.102023124694824,5.177276611328125,5.2543745040893555,5.333437919616699,5.414639472961426,5.498229026794434,5.584511756896973,5.673801422119141,5.766388893127441,5.862512588500977,5.962340354919434,6.065971374511719,6.173457145690918,6.284868240356445,6.400326728820801,6.519997596740723,6.644042015075684,6.7725419998168945
33,4.667637825012207,4.595363616943359,4.526873588562012,4.462111473083496,4.400988578796387,4.343390464782715,4.289165496826172,4.23812198638916,4.190020561218262,4.144590377807617,4.1015520095825195,4.060639381408691,4.021618843078613,3.984283447265625,3.948452949523926,3.9139537811279297,3.880621910095215,3.8483142852783203,3.8169307708740234,3.7864179611206055,3.756747245788574,3.7279014587402344,3.699873924255371,3.6726884841918945,3.646397590637207,3.6210880279541016,3.5968780517578125,3.573910713195801,3.552351951599121,3.53238582611084,3.514211654663086,3.4980478286743164,3.484127998352051,3.4726781845092773,3.463923454284668,3.458066940307617,3.455294609069824,3.4557600021362305,3.459568977355957,3.466780662536621,3.477407455444336,3.491434097290039,3.50882625579834,3.5295400619506836,3.553524971008301,3.580730438232422,3.6111154556274414,3.6446428298950195,3.681248664855957,3.7208118438720703,3.7631330490112305,3.8079471588134766,3.8549413681030273,3.903803825378418,3.954265594482422,4.006129264831543,4.059252738952637,4.113533973693848,4.168879508972168,4.225201606750488,4.282447814941406,4.340611457824707,4.399731636047363,4.459855079650879,4.521012306213379,4.583212852478027,4.646489143371582,4.710920333862305,4.776643753051758,4.843798637390137,4.912489891052246,4.98276424407959,5.054647445678711,5.128177642822266,5.2034101486206055,5.280423164367676,5.359320640563965,5.440272331237793,5.523530960083008,5.609404563903809,5.698210716247559,5.7902421951293945,5.885743141174316,5.984895706176758,6.087803363800049,6.194526672363281,6.305133819580078,6.419750213623047,6.538556098937988,6.6617302894592285
34,4.624360084533691,4.55654239654541,4.492417335510254,4.431899070739746,4.3748674392700195,4.321176528930664,4.270628929138184,4.222984313964844,4.177969932556152,4.135312080383301,4.094755172729492,4.056069374084473,4.019057273864746,3.9835405349731445,3.949347496032715,3.9163103103637695,3.884274482727051,3.8531322479248047,3.8228158950805664,3.7932863235473633,3.764510154724121,3.7364625930786133,3.7091407775878906,3.6825685501098633,3.6568069458007812,3.6319446563720703,3.6081018447875977,3.585421562194824,3.56406307220459,3.5442094802856445,3.526060104370117,3.509840965270996,3.4957809448242188,3.4841079711914062,3.475039482116699,3.468780517578125,3.4655160903930664,3.4653921127319336,3.468510627746582,3.4749231338500977,3.4846420288085938,3.4976539611816406,3.513927459716797,3.53342342376709,3.5560922622680664,3.5818910598754883,3.61077880859375,3.6427249908447266,3.677668571472168,3.7154932022094727,3.756010055541992,3.7989606857299805,3.844043731689453,3.8909530639648438,3.9394264221191406,3.989274024963379,4.040369033813477,4.092629432678223,4.145981788635254,4.2003583908081055,4.255711555480957,4.312033653259277,4.369366645812988,4.427777290344238,4.487311363220215,4.547982215881348,4.609801292419434,4.67280387878418,4.737091064453125,4.802790641784668,4.8700151443481445,4.938820838928223,5.009210586547852,5.081181526184082,5.1547441482543945,5.2299394607543945,5.306818962097168,5.385475158691406,5.466075897216797,5.54887580871582,5.634187698364258,5.722332954406738,5.8136091232299805,5.908274173736572,6.006521701812744,6.108471870422363,6.214191436767578,6.323756694793701,6.437301158905029,6.555015563964844
