,bound_0,bound_1,bound_2,bound_3,bound_4,bound_5,bound_6,bound_7,bound_8,bound_9,bound_10,bound_11,bound_12,bound_13,bound_14,bound_15,bound_16,bound_17,bound_18,bound_19,bound_20,bound_21,bound_22,bound_23,bound_24,bound_25,bound_26,bound_27,bound_28,bound_29,bound_30,bound_31,bound_32,bound_33,bound_34,bound_35,bound_36,bound_37,bound_38,bound_39,bound_40,bound_41,bound_42,bound_43,bound_44,bound_45,bound_46,bound_47,bound_48,bound_49,bound_50,bound_51,bound_52,bound_53,bound_54,bound_55,bound_56,bound_57,bound_58,bound_59,bound_60,bound_61,bound_62,bound_63,bound_64,bound_65,bound_66,bound_67,bound_68,bound_69,bound_70,bound_71,bound_72,bound_73,bound_74,bound_75,bound_76,bound_77,bound_78,bound_79,bound_80,bound_81,bound_82,bound_83,bound_84,bound_85,bound_86,bound_87,bound_88,bound_89,bound_90,bound_91,bound_92,bound_93,bound_94,bound_95,bound_96,bound_97,bound_98,bound_99
29,-36.68314716429491,-35.99563484813236,-35.84918589824808,-35.76295775361241,-35.699527070433376,-35.64780217922291,-35.60310728231517,-35.56306765785967,-35.52632584091196,-35.492039019414605,-35.45965080525699,-35.42877601661132,-35.39913766930851,-35.370530287260785,-35.34279742690628,-35.315817319797425,-35.28949337200422,-35.26374768528946,-35.23851652249546,-35.213747060749874,-35.18939501970465,-35.16542289785814,-35.14179863999624,-35.11849461582267,-35.09548682687527,-35.072754283385045,-35.05027850934726,-35.02804314551072,-35.00603362799319,-34.98423692591382,-34.96264132552395,-34.941236251300026,-34.92001211666181,-34.89896019861917,-34.87807253188603,-34.85734181893903,-34.83676135321914,-34.8163249532316,-34.796026905733754,-34.77586191654172,-34.75582506775637,-34.735911780423784,-34.71611778181737,-34.69643907666716,-34.676871921774236,-34.657412803539366,-34.63805841800995,-34.618805653110805,-34.59965157277515,-34.580593402734415,-34.56162851776051,-34.542754430183926,-34.5239687795354,-34.50526932317995,-34.48665392782973,-34.46812056183694,-34.44966728818109,-34.43129225807543,-34.41299370512715,-34.39476993999353,-34.37661934548355,-34.358540372060176,-34.34053153370388,-34.322591404102354,-34.304718613135414,-34.286911843627465,-34.269169828342875,-34.25149134720226,-34.23387522470008,-34.21632032750574,-34.19882556223263,-34.1813898733605,-34.16401224129869,-34.14669168057835,-34.12942723816334,-34.11221799187028,-34.095063048889116,-34.07796154439648,-34.060912640254664,-34.04391552378978,-34.02696940664329,-34.010073523691354,-33.99322713202725,-33.97642951000231,-33.95967995632122,-33.94297778918789,-33.9263223454986,-33.90971298007887,-33.893149064961584,-33.87662998870318,-33.86015515573583,-33.843723985753,-33.82733591312642,-33.81099038635245,-33.79468686752601,-33.77842483184038,-33.76220376711134,-33.74602317332412,-33.72988256220189,-33.713781456794464
30,-36.67951670288338,-35.992004386720836,-35.845555436836555,-35.75932729220089,-35.69589660902186,-35.64417171781139,-35.59947682090365,-35.559437196448144,-35.52269537950043,-35.48840855800308,-35.456020343845466,-35.4251455551998,-35.39550720789698,-35.36689982584926,-35.339166965494755,-35.3121868583859,-35.2858629105927,-35.260117223877934,-35.234886061083934,-35.21011659933835,-35.18576455829312,-35.16179243644662,-35.13816817858471,-35.114864154411144,-35.09185636546375,-35.06912382197352,-35.04664804793573,-35.02441268409919,-35.002403166581665,-34.980606464502294,-34.95901086411242,-34.9376057898885,-34.916381655250284,-34.895329737207646,-34.87444207047451,-34.8537113575275,-34.83313089180761,-34.812694491820075,-34.79239644432223,-34.772231455130196,-34.752194606344844,-34.73228131901226,-34.71248732040584,-34.692808615255636,-34.67324146036271,-34.65378234212784,-34.63442795659842,-34.61517519169928,-34.596021111363626,-34.57696294132289,-34.557998056348985,-34.5391239687724,-34.520338318123876,-34.50163886176843,-34.4830234664182,-34.464490100425415,-34.446036826769564,-34.42766179666391,-34.40936324371563,-34.391139478582005,-34.37298888407202,-34.35490991064865,-34.336901072292356,-34.31896094269083,-34.30108815172389,-34.28328138221594,-34.26553936693135,-34.247860885790736,-34.23024476328855,-34.212689866094216,-34.1951951008211,-34.177759411948976,-34.16038177988717,-34.143061219166825,-34.12579677675181,-34.108587530458756,-34.09143258747759,-34.074331082984955,-34.05728217884314,-34.04028506237825,-34.023338945231764,-34.00644306227983,-33.989596670615725,-33.97279904859079,-33.95604949490969,-33.93934732777637,-33.92269188408707,-33.90608251866735,-33.88951860355006,-33.872999527291654,-33.85652469432431,-33.840093524341476,-33.82370545171489,-33.807359924940926,-33.791056406114485,-33.77479437042886,-33.75857330569981,-33.74239271191259,-33.72625210079036,-33.71015099538294
31,-36.67640680372615,-35.988894487563606,-35.842445537679325,-35.756217393043656,-35.69278670986462,-35.64106181865415,-35.596366921746416,-35.55632729729091,-35.5195854803432,-35.48529865884585,-35.452910444688236,-35.42203565604257,-35.39239730873975,-35.36378992669203,-35.336057066337524,-35.30907695922867,-35.28275301143547,-35.2570073247207,-35.2317761619267,-35.20700670018112,-35.18265465913589,-35.15868253728939,-35.13505827942748,-35.11175425525391,-35.08874646630652,-35.06601392281629,-35.0435381487785,-35.021302784941966,-34.999293267424434,-34.977496565345064,-34.95590096495519,-34.93449589073127,-34.91327175609305,-34.892219838050416,-34.87133217131728,-34.85060145837027,-34.83002099265038,-34.809584592662844,-34.789286545165,-34.769121555972966,-34.74908470718761,-34.72917141985503,-34.70937742124861,-34.689698716098405,-34.67013156120548,-34.65067244297061,-34.63131805744119,-34.61206529254205,-34.592911212206396,-34.57385304216566,-34.554888157191755,-34.53601406961517,-34.517228418966646,-34.498528962611196,-34.47991356726097,-34.461380201268184,-34.44292692761233,-34.424551897506674,-34.406253344558394,-34.388029579424774,-34.36987898491479,-34.35180001149142,-34.333791173135126,-34.3158510435336,-34.29797825256666,-34.28017148305871,-34.26242946777412,-34.244750986633505,-34.22713486413132,-34.209579966936985,-34.19208520166387,-34.174649512791746,-34.15727188072994,-34.139951320009594,-34.12268687759458,-34.105477631301525,-34.08832268832036,-34.071221183827724,-34.05417227968591,-34.03717516322102,-34.02022904607453,-34.0033331631226,-33.986486771458495,-33.969689149433556,-33.95293959575246,-33.93623742861914,-33.91958198492984,-33.902972619510116,-33.88640870439283,-33.86988962813442,-33.853414795167076,-33.836983625184246,-33.82059555255766,-33.804250025783695,-33.787946506957255,-33.77168447127163,-33.75546340654258,-33.73928281275536,-33.72314220163313,-33.70704109622571
32,-36.67378542439273,-35.986273108230186,-35.839824158345905,-35.753596013710236,-35.6901653305312,-35.63844043932073,-35.593745542413,-35.553705917957494,-35.51696410100978,-35.48267727951243,-35.450289065354816,-35.41941427670915,-35.38977592940633,-35.36116854735861,-35.333435687004105,-35.30645557989525,-35.28013163210205,-35.254385945387284,-35.229154782593284,-35.2043853208477,-35.18003327980247,-35.15606115795597,-35.13243690009406,-35.109132875920494,-35.0861250869731,-35.06339254348287,-35.04091676944508,-35.01868140560855,-34.996671888091015,-34.974875186011644,-34.95327958562177,-34.93187451139785,-34.910650376759634,-34.889598458716996,-34.86871079198386,-34.84798007903685,-34.82739961331696,-34.806963213329425,-34.78666516583158,-34.766500176639546,-34.746463327854194,-34.72655004052161,-34.70675604191519,-34.687077336764986,-34.66751018187206,-34.64805106363719,-34.62869667810777,-34.60944391320863,-34.590289832872976,-34.57123166283224,-34.552266777858335,-34.53339269028175,-34.514607039633226,-34.49590758327778,-34.47729218792755,-34.458758821934765,-34.440305548278914,-34.421930518173255,-34.403631965224974,-34.385408200091355,-34.36725760558137,-34.349178632158,-34.331169793801706,-34.31322966420018,-34.29535687323324,-34.27755010372529,-34.2598080884407,-34.242129607300086,-34.2245134847979,-34.206958587603566,-34.18946382233045,-34.172028133458326,-34.15465050139652,-34.137329940676175,-34.12006549826116,-34.102856251968106,-34.08570130898694,-34.068599804494305,-34.05155090035249,-34.0345537838876,-34.017607666741114,-34.00071178378918,-33.983865392125075,-33.96706777010014,-33.95031821641904,-33.93361604928572,-33.91696060559642,-33.9003512401767,-33.88378732505941,-33.867268248801004,-33.85079341583366,-33.834362245850826,-33.81797417322424,-33.801628646450276,-33.785325127623835,-33.76906309193821,-33.75284202720916,-33.73666143342194,-33.72052082229971,-33.70441971689229
33,-36.671623392817914,-35.98411107665537,-35.837662126771086,-35.75143398213542,-35.68800329895639,-35.63627840774592,-35.59158351083818,-35.551543886382674,-35.514802069434964,-35.48051524793761,-35.44812703378,-35.41725224513433,-35.387613897831514,-35.35900651578379,-35.331273655429285,-35.30429354832043,-35.27796960052723,-35.252223913812465,-35.226992751018464,-35.20222328927288,-35.17787124822765,-35.15389912638115,-35.130274868519244,-35.106970844345675,-35.08396305539828,-35.06123051190805,-35.03875473787026,-35.01651937403372,-34.994509856516196,-34.972713154436825,-34.95111755404695,-34.92971247982303,-34.908488345184814,-34.88743642714218,-34.86654876040904,-34.84581804746203,-34.825237581742144,-34.804801181754605,-34.78450313425676,-34.76433814506473,-34.744301296279374,-34.72438800894679,-34.70459401034037,-34.68491530519017,-34.66534815029724,-34.64588903206237,-34.62653464653295,-34.60728188163381,-34.58812780129816,-34.56906963125742,-34.550104746283516,-34.53123065870693,-34.51244500805841,-34.49374555170296,-34.47513015635273,-34.456596790359946,-34.438143516704095,-34.41976848659844,-34.40146993365016,-34.383246168516536,-34.36509557400655,-34.34701660058318,-34.32900776222689,-34.31106763262536,-34.29319484165842,-34.27538807215047,-34.25764605686588,-34.23996757572527,-34.222351453223084,-34.20479655602875,-34.18730179075563,-34.16986610188351,-34.1524884698217,-34.135167909101355,-34.11790346668634,-34.10069422039329,-34.08353927741212,-34.066437772919485,-34.04938886877767,-34.03239175231278,-34.015445635166294,-33.99854975221436,-33.981703360550256,-33.96490573852532,-33.94815618484422,-33.9314540177109,-33.9147985740216,-33.89818920860188,-33.88162529348459,-33.865106217226185,-33.84863138425884,-33.83220021427601,-33.815812141649424,-33.799466614875456,-33.783163096049016,-33.76690106036339,-33.75067999563434,-33.734499401847124,-33.71835879072489,-33.70225768531747
34,-36.66989407438133,-35.982381758218786,-35.835932808334505,-35.749704663698836,-35.6862739805198,-35.63454908930933,-35.589854192401596,-35.54981456794609,-35.51307275099838,-35.47878592950103,-35.446397715343416,-35.41552292669775,-35.38588457939493,-35.35727719734721,-35.329544336992704,-35.30256422988385,-35.27624028209065,-35.25049459537588,-35.22526343258188,-35.2004939708363,-35.17614192979107,-35.15216980794457,-35.12854555008266,-35.10524152590909,-35.0822337369617,-35.05950119347147,-35.03702541943368,-35.014790055597146,-34.992780538079614,-34.970983836000244,-34.94938823561037,-34.92798316138645,-34.90675902674823,-34.885707108705596,-34.86481944197246,-34.84408872902545,-34.82350826330556,-34.803071863318024,-34.78277381582018,-34.762608826628146,-34.74257197784279,-34.72265869051021,-34.70286469190379,-34.683185986753585,-34.66361883186066,-34.64415971362579,-34.62480532809637,-34.60555256319723,-34.586398482861576,-34.56734031282084,-34.548375427846935,-34.52950134027035,-34.510715689621826,-34.492016233266376,-34.47340083791615,-34.454867471923365,-34.436414198267514,-34.418039168161854,-34.399740615213574,-34.381516850079954,-34.36336625556997,-34.3452872821466,-34.327278443790306,-34.30933831418878,-34.29146552322184,-34.27365875371389,-34.2559167384293,-34.238238257288685,-34.2206221347865,-34.203067237592165,-34.18557247231905,-34.168136783446926,-34.15075915138512,-34.133438590664774,-34.11617414824976,-34.098964901956705,-34.08180995897554,-34.064708454482904,-34.04765955034109,-34.0306624338762,-34.01371631672971,-33.99682043377778,-33.979974042113675,-33.963176420088736,-33.94642686640764,-33.92972469927432,-33.91306925558502,-33.896459890165296,-33.87989597504801,-33.8633768987896,-33.846902065822256,-33.830470895839426,-33.81408282321284,-33.797737296438875,-33.781433777612435,-33.76517174192681,-33.74895067719776,-33.73277008341054,-33.71662947228831,-33.70052836688089
35,-36.66857308589797,-35.98106076973542,-35.83461181985114,-35.74838367521547,-35.68495299203644,-35.633228100825974,-35.58853320391823,-35.54849357946273,-35.51175176251502,-35.477464941017665,-35.44507672686005,-35.41420193821438,-35.38456359091157,-35.355956208863844,-35.32822334850934,-35.301243241400485,-35.27491929360728,-35.24917360689252,-35.22394244409852,-35.199172982352934,-35.17482094130771,-35.1508488194612,-35.1272245615993,-35.10392053742573,-35.08091274847833,-35.058180204988105,-35.03570443095032,-35.013469067113775,-34.99145954959625,-34.96966284751688,-34.94806724712701,-34.926662172903086,-34.90543803826487,-34.88438612022223,-34.86349845348909,-34.84276774054209,-34.8221872748222,-34.80175087483466,-34.781452827336814,-34.76128783814478,-34.74125098935943,-34.721337702026844,-34.70154370342043,-34.68186499827022,-34.662297843377296,-34.642838725142425,-34.62348433961301,-34.604231574713864,-34.58507749437821,-34.566019324337475,-34.54705443936357,-34.528180351786986,-34.50939470113846,-34.49069524478301,-34.47207984943279,-34.45354648344,-34.43509320978415,-34.4167181796785,-34.39841962673022,-34.38019586159659,-34.36204526708661,-34.343966293663236,-34.32595745530694,-34.308017325705414,-34.290144534738474,-34.272337765230525,-34.254595749945935,-34.23691726880532,-34.21930114630314,-34.2017462491088,-34.18425148383569,-34.16681579496356,-34.14943816290175,-34.13211760218141,-34.1148531597664,-34.09764391347334,-34.080488970492176,-34.06338746599954,-34.04633856185772,-34.02934144539284,-34.01239532824635,-33.99549944529441,-33.97865305363031,-33.96185543160537,-33.94510587792428,-33.92840371079095,-33.91174826710166,-33.89513890168193,-33.878574986564644,-33.86205591030624,-33.84558107733889,-33.82914990735606,-33.81276183472948,-33.79641630795551,-33.78011278912907,-33.76385075344344,-33.7476296887144,-33.73144909492718,-33.71530848380495,-33.699207378397524
36,-36.66763804880388,-35.98012573264133,-35.83367678275705,-35.747448638121384,-35.68401795494235,-35.63229306373188,-35.587598166824144,-35.54755854236864,-35.51081672542093,-35.47652990392358,-35.444141689765964,-35.413266901120295,-35.38362855381748,-35.35502117176976,-35.32728831141525,-35.3003082043064,-35.273984256513195,-35.24823856979843,-35.22300740700443,-35.198237945258846,-35.17388590421362,-35.149913782367115,-35.12628952450521,-35.10298550033164,-35.079977711384245,-35.05724516789402,-35.03476939385623,-35.012534030019694,-34.99052451250216,-34.96872781042279,-34.94713221003292,-34.925727135809,-34.90450300117078,-34.88345108312814,-34.862563416395005,-34.841832703448,-34.82125223772811,-34.80081583774057,-34.780517790242726,-34.76035280105069,-34.74031595226534,-34.720402664932756,-34.70060866632634,-34.68092996117613,-34.66136280628321,-34.64190368804834,-34.62254930251892,-34.60329653761978,-34.58414245728412,-34.56508428724339,-34.54611940226948,-34.5272453146929,-34.50845966404437,-34.489760207688924,-34.4711448123387,-34.45261144634591,-34.43415817269006,-34.4157831425844,-34.39748458963612,-34.3792608245025,-34.36111022999252,-34.34303125656915,-34.32502241821285,-34.307082288611326,-34.289209497644386,-34.27140272813644,-34.25366071285185,-34.23598223171123,-34.21836610920905,-34.20081121201471,-34.1833164467416,-34.16588075786947,-34.148503125807665,-34.13118256508732,-34.11391812267231,-34.09670887637925,-34.07955393339809,-34.06245242890545,-34.045403524763636,-34.02840640829875,-34.01146029115226,-33.994564408200326,-33.97771801653622,-33.960920394511284,-33.94417084083019,-33.927468673696865,-33.91081323000757,-33.894203864587844,-33.877639949470556,-33.86112087321215,-33.844646040244804,-33.828214870261974,-33.81182679763539,-33.79548127086142,-33.77917775203498,-33.762915716349355,-33.74669465162031,-33.73051405783309,-33.71437344671086,-33.698272341303436
37,-36.66706837526275,-35.979556059100204,-35.83310710921592,-35.746878964580254,-35.683448281401226,-35.63172339019076,-35.587028493283015,-35.54698886882751,-35.5102470518798,-35.47596023038245,-35.443572016224834,-35.412697227579166,-35.38305888027635,-35.35445149822863,-35.32671863787412,-35.29973853076527,-35.273414582972066,-35.2476688962573,-35.2224377334633,-35.19766827171772,-35.17331623067249,-35.149344108825986,-35.12571985096408,-35.10241582679051,-35.079408037843116,-35.05667549435289,-35.0341997203151,-35.01196435647856,-34.98995483896103,-34.96815813688166,-34.94656253649179,-34.92515746226787,-34.90393332762965,-34.882881409587014,-34.861993742853876,-34.84126302990687,-34.82068256418698,-34.80024616419944,-34.7799481167016,-34.759783127509564,-34.73974627872421,-34.71983299139163,-34.70003899278521,-34.680360287635004,-34.66079313274208,-34.64133401450721,-34.62197962897779,-34.60272686407865,-34.583572783742994,-34.56451461370226,-34.54554972872835,-34.52667564115177,-34.507889990503244,-34.489190534147795,-34.47057513879757,-34.45204177280478,-34.43358849914893,-34.41521346904328,-34.396914916095,-34.37869115096137,-34.36054055645139,-34.34246158302802,-34.324452744671724,-34.3065126150702,-34.28863982410326,-34.27083305459531,-34.25309103931072,-34.235412558170104,-34.21779643566792,-34.200241538473584,-34.18274677320047,-34.165311084328344,-34.147933452266535,-34.13061289154619,-34.11334844913118,-34.096139202838124,-34.07898425985696,-34.06188275536432,-34.044833851222506,-34.02783673475762,-34.01089061761113,-33.993994734659196,-33.97714834299509,-33.960350720970155,-33.94360116728906,-33.926899000155736,-33.91024355646644,-33.893634191046715,-33.87707027592943,-33.86055119967102,-33.844076366703675,-33.827645196720844,-33.81125712409426,-33.794911597320294,-33.77860807849385,-33.762346042808225,-33.74612497807918,-33.72994438429196,-33.71380377316973,-33.69770266776231
38,-36.6668450820612,-35.979332765898654,-35.83288381601437,-35.746655671378704,-35.68322498819967,-35.6315000969892,-35.586805200081464,-35.54676557562596,-35.51002375867825,-35.4757369371809,-35.443348723023284,-35.412473934377616,-35.3828355870748,-35.35422820502708,-35.32649534467257,-35.29951523756372,-35.273191289770516,-35.24744560305575,-35.22221444026175,-35.19744497851617,-35.17309293747094,-35.149120815624435,-35.12549655776253,-35.10219253358896,-35.079184744641566,-35.05645220115134,-35.03397642711355,-35.011741063277015,-34.98973154575948,-34.96793484368011,-34.94633924329024,-34.92493416906632,-34.9037100344281,-34.882658116385464,-34.861770449652326,-34.84103973670532,-34.82045927098543,-34.80002287099789,-34.77972482350005,-34.759559834308014,-34.73952298552266,-34.71960969819008,-34.69981569958366,-34.680136994433454,-34.66056983954053,-34.64111072130566,-34.62175633577624,-34.6025035708771,-34.583349490541444,-34.56429132050071,-34.5453264355268,-34.52645234795022,-34.507666697301694,-34.488967240946245,-34.47035184559602,-34.45181847960323,-34.43336520594738,-34.41499017584172,-34.39669162289344,-34.37846785775982,-34.36031726324984,-34.34223828982647,-34.324229451470174,-34.30628932186865,-34.288416530901706,-34.27060976139376,-34.25286774610917,-34.235189264968554,-34.21757314246637,-34.200018245272034,-34.18252347999892,-34.165087791126794,-34.147710159064985,-34.13038959834464,-34.11312515592963,-34.095915909636574,-34.07876096665541,-34.06165946216277,-34.044610558020956,-34.02761344155607,-34.01066732440958,-33.993771441457646,-33.97692504979354,-33.960127427768604,-33.94337787408751,-33.926675706954185,-33.91002026326489,-33.893410897845165,-33.876846982727876,-33.86032790646947,-33.843853073502125,-33.827421903519294,-33.81103383089271,-33.79468830411874,-33.7783847852923,-33.762122749606675,-33.74590168487763,-33.72972109109041,-33.71358047996818,-33.69747937456076
39,-36.66695062806904,-35.97943831190649,-35.83298936202221,-35.74676121738654,-35.68333053420751,-35.631605642997044,-35.5869107460893,-35.5468711216338,-35.51012930468609,-35.475842483188735,-35.44345426903112,-35.41257948038545,-35.38294113308264,-35.354333751034915,-35.32660089068041,-35.299620783571555,-35.27329683577835,-35.24755114906359,-35.22231998626959,-35.197550524524004,-35.17319848347878,-35.14922636163227,-35.12560210377037,-35.1022980795968,-35.0792902906494,-35.056557747159175,-35.03408197312139,-35.011846609284845,-34.98983709176732,-34.96804038968795,-34.94644478929808,-34.925039715074156,-34.90381558043594,-34.8827636623933,-34.861875995660164,-34.84114528271316,-34.82056481699327,-34.80012841700573,-34.779830369507884,-34.75966538031585,-34.7396285315305,-34.719715244197914,-34.6999212455915,-34.68024254044129,-34.660675385548366,-34.641216267313496,-34.62186188178408,-34.602609116884935,-34.58345503654928,-34.564396866508545,-34.54543198153464,-34.526557893958056,-34.50777224330953,-34.48907278695408,-34.47045739160386,-34.45192402561107,-34.43347075195522,-34.41509572184957,-34.39679716890129,-34.37857340376766,-34.36042280925768,-34.342343835834306,-34.32433499747801,-34.306394867876485,-34.288522076909544,-34.270715307401595,-34.252973292117005,-34.23529481097639,-34.21767868847421,-34.20012379127987,-34.18262902600676,-34.16519333713463,-34.14781570507282,-34.13049514435248,-34.11323070193747,-34.09602145564441,-34.07886651266325,-34.06176500817061,-34.044716104028794,-34.02771898756391,-34.01077287041742,-33.993876987465484,-33.97703059580138,-33.96023297377644,-33.94348342009535,-33.92678125296202,-33.91012580927273,-33.893516443853,-33.876952528735714,-33.86043345247731,-33.84395861950996,-33.82752744952713,-33.81113937690055,-33.79479385012658,-33.77849033130014,-33.76222829561451,-33.74600723088547,-33.72982663709825,-33.71368602597602,-33.697584920568595
40,-36.66736877177385,-35.979856455611305,-35.833407505727024,-35.747179361091355,-35.68374867791232,-35.63202378670185,-35.587328889794115,-35.54728926533861,-35.5105474483909,-35.47626062689355,-35.443872412735935,-35.412997624090266,-35.38335927678745,-35.35475189473973,-35.32701903438522,-35.30003892727637,-35.27371497948317,-35.2479692927684,-35.2227381299744,-35.19796866822882,-35.17361662718359,-35.149644505337086,-35.12602024747518,-35.10271622330161,-35.07970843435422,-35.05697589086399,-35.0345001168262,-35.012264752989665,-34.990255235472134,-34.96845853339276,-34.94686293300289,-34.92545785877897,-34.90423372414075,-34.883181806098115,-34.86229413936498,-34.84156342641797,-34.82098296069808,-34.80054656071054,-34.7802485132127,-34.760083524020665,-34.74004667523531,-34.72013338790273,-34.70033938929631,-34.680660684146105,-34.66109352925318,-34.64163441101831,-34.62228002548889,-34.60302726058975,-34.583873180254095,-34.56481501021336,-34.545850125239454,-34.52697603766287,-34.508190387014345,-34.489490930658896,-34.47087553530867,-34.452342169315884,-34.43388889566003,-34.415513865554374,-34.39721531260609,-34.378991547472474,-34.36084095296249,-34.34276197953912,-34.324753141182825,-34.3068130115813,-34.28894022061436,-34.27113345110641,-34.25339143582182,-34.235712954681205,-34.21809683217902,-34.200541934984685,-34.18304716971157,-34.165611480839445,-34.148233848777636,-34.13091328805729,-34.11364884564228,-34.096439599349225,-34.07928465636806,-34.06218315187542,-34.04513424773361,-34.02813713126872,-34.01119101412223,-33.9942951311703,-33.977448739506194,-33.960651117481255,-33.94390156380016,-33.927199396666836,-33.91054395297754,-33.893934587557816,-33.87737067244053,-33.86085159618212,-33.844376763214775,-33.827945593231945,-33.81155752060536,-33.795211993831394,-33.778908475004954,-33.762646439319326,-33.74642537459028,-33.73024478080306,-33.71410416968083,-33.69800306427341
41,-36.6680844459843,-35.98057212982175,-35.83412317993747,-35.7478950353018,-35.684464352122774,-35.632739460912305,-35.58804456400456,-35.54800493954906,-35.51126312260135,-35.476976301103996,-35.44458808694638,-35.41371329830071,-35.3840749509979,-35.355467568950175,-35.32773470859567,-35.300754601486815,-35.274430653693614,-35.24868496697885,-35.22345380418485,-35.198684342439265,-35.17433230139404,-35.15036017954753,-35.12673592168563,-35.10343189751206,-35.080424108564664,-35.057691565074435,-35.03521579103665,-35.012980427200105,-34.99097090968258,-34.96917420760321,-34.94757860721334,-34.92617353298942,-34.9049493983512,-34.88389748030856,-34.863009813575424,-34.84227910062842,-34.82169863490853,-34.80126223492099,-34.780964187423145,-34.76079919823111,-34.74076234944576,-34.720849062113174,-34.70105506350676,-34.68137635835655,-34.661809203463626,-34.642350085228756,-34.62299569969934,-34.603742934800195,-34.58458885446454,-34.565530684423805,-34.5465657994499,-34.52769171187332,-34.50890606122479,-34.49020660486934,-34.47159120951912,-34.45305784352633,-34.43460456987048,-34.41622953976483,-34.39793098681655,-34.37970722168292,-34.36155662717294,-34.34347765374957,-34.32546881539327,-34.307528685791745,-34.289655894824804,-34.271849125316855,-34.254107110032265,-34.23642862889165,-34.21881250638947,-34.20125760919513,-34.18376284392202,-34.16632715504989,-34.14894952298808,-34.13162896226774,-34.11436451985273,-34.09715527355967,-34.08000033057851,-34.06289882608587,-34.045849921944054,-34.02885280547917,-34.01190668833268,-33.995010805380744,-33.97816441371664,-33.9613667916917,-33.94461723801061,-33.92791507087728,-33.91125962718799,-33.89465026176826,-33.878086346650974,-33.86156727039257,-33.84509243742522,-33.82866126744239,-33.81227319481581,-33.79592766804184,-33.7796241492154,-33.76336211352977,-33.74714104880073,-33.73096045501351,-33.71481984389128,-33.698718738483855
42,-36.669083647279216,-35.98157133111667,-35.83512238123239,-35.74889423659672,-35.68546355341769,-35.63373866220722,-35.58904376529948,-35.54900414084398,-35.512262323896266,-35.47797550239891,-35.4455872882413,-35.41471249959563,-35.385074152292816,-35.35646677024509,-35.32873390989059,-35.30175380278173,-35.27542985498853,-35.24968416827377,-35.224453005479766,-35.19968354373418,-35.175331502688955,-35.15135938084245,-35.127735122980546,-35.10443109880698,-35.08142330985958,-35.05869076636935,-35.036214992331566,-35.01397962849502,-34.9919701109775,-34.97017340889813,-34.948577808508254,-34.92717273428433,-34.905948599646116,-34.88489668160348,-34.86400901487034,-34.843278301923334,-34.822697836203446,-34.80226143621591,-34.78196338871806,-34.76179839952603,-34.74176155074068,-34.72184826340809,-34.702054264801674,-34.68237555965147,-34.66280840475854,-34.64334928652367,-34.623994900994255,-34.60474213609511,-34.58558805575946,-34.56652988571872,-34.54756500074482,-34.528690913168234,-34.50990526251971,-34.49120580616426,-34.472590410814036,-34.45405704482125,-34.4356037711654,-34.417228741059745,-34.398930188111464,-34.38070642297784,-34.362555828467855,-34.34447685504448,-34.32646801668819,-34.30852788708666,-34.29065509611972,-34.27284832661177,-34.25510631132718,-34.23742783018657,-34.219811707684386,-34.20225681049005,-34.184762045216935,-34.16732635634481,-34.149948724283,-34.13262816356266,-34.115363721147645,-34.09815447485459,-34.080999531873424,-34.06389802738079,-34.04684912323897,-34.029852006774085,-34.012905889627596,-33.99601000667566,-33.97916361501156,-33.96236599298662,-33.945616439305525,-33.9289142721722,-33.912258828482905,-33.89564946306318,-33.87908554794589,-33.86256647168749,-33.84609163872014,-33.82966046873731,-33.813272396110726,-33.79692686933676,-33.78062335051032,-33.76436131482469,-33.748140250095645,-33.731959656308426,-33.715819045186194,-33.69971793977877
