,bound_0,bound_1,bound_2,bound_3,bound_4,bound_5,bound_6,bound_7,bound_8,bound_9,bound_10,bound_11,bound_12,bound_13,bound_14,bound_15,bound_16,bound_17,bound_18,bound_19,bound_20,bound_21,bound_22,bound_23,bound_24,bound_25,bound_26,bound_27,bound_28,bound_29,bound_30,bound_31,bound_32,bound_33,bound_34,bound_35,bound_36,bound_37,bound_38,bound_39,bound_40,bound_41,bound_42,bound_43,bound_44,bound_45,bound_46,bound_47,bound_48,bound_49,bound_50,bound_51,bound_52,bound_53,bound_54,bound_55,bound_56,bound_57,bound_58,bound_59,bound_60,bound_61,bound_62,bound_63,bound_64,bound_65,bound_66,bound_67,bound_68,bound_69,bound_70,bound_71,bound_72,bound_73,bound_74,bound_75,bound_76,bound_77,bound_78,bound_79,bound_80,bound_81,bound_82,bound_83,bound_84,bound_85,bound_86,bound_87,bound_88,bound_89,bound_90,bound_91,bound_92,bound_93,bound_94,bound_95,bound_96,bound_97,bound_98,bound_99
83,-36.85761775570435,-36.1701054395418,-36.02365648965752,-35.93742834502185,-35.87399766184282,-35.82227277063235,-35.77757787372461,-35.73753824926911,-35.7007964323214,-35.66650961082404,-35.63412139666643,-35.60324660802076,-35.57360826071795,-35.54500087867022,-35.51726801831572,-35.49028791120686,-35.46396396341366,-35.4382182766989,-35.4129871139049,-35.38821765215931,-35.363865611114086,-35.33989348926758,-35.31626923140568,-35.29296520723211,-35.26995741828471,-35.24722487479448,-35.224749100756696,-35.20251373692015,-35.18050421940263,-35.15870751732326,-35.137111916933385,-35.115706842709464,-35.09448270807125,-35.07343079002861,-35.05254312329547,-35.031812410348465,-35.01123194462858,-34.99079554464104,-34.97049749714319,-34.95033250795116,-34.93029565916581,-34.91038237183322,-34.890588373226805,-34.8709096680766,-34.851342513183674,-34.831883394948804,-34.812529009419386,-34.79327624452024,-34.77412216418459,-34.75506399414385,-34.73609910916995,-34.717225021593364,-34.69843937094484,-34.67973991458939,-34.661124519239166,-34.64259115324638,-34.62413787959053,-34.605762849484876,-34.587464296536595,-34.56924053140297,-34.551089936892986,-34.533010963469614,-34.51500212511332,-34.49706199551179,-34.47918920454485,-34.4613824350369,-34.44364041975231,-34.4259619386117,-34.40834581610952,-34.39079091891518,-34.373296153642066,-34.35586046476994,-34.33848283270813,-34.32116227198779,-34.303897829572776,-34.28668858327972,-34.269533640298555,-34.25243213580592,-34.2353832316641,-34.218386115199216,-34.20143999805273,-34.18454411510079,-34.16769772343669,-34.15090010141175,-34.134150547730655,-34.11744838059733,-34.100792936908036,-34.08418357148831,-34.06761965637102,-34.05110058011262,-34.03462574714527,-34.01819457716244,-34.00180650453586,-33.98546097776189,-33.96915745893545,-33.95289542324982,-33.936674358520776,-33.92049376473356,-33.904353153611325,-33.8882520482039
84,-36.86446497688087,-36.17695266071832,-36.03050371083404,-35.94427556619837,-35.880844883019336,-35.82911999180887,-35.78442509490113,-35.74438547044563,-35.70764365349792,-35.673356832000565,-35.64096861784295,-35.61009382919728,-35.58045548189447,-35.551848099846744,-35.52411523949224,-35.497135132383384,-35.47081118459018,-35.44506549787542,-35.41983433508142,-35.39506487333583,-35.37071283229061,-35.3467407104441,-35.3231164525822,-35.29981242840863,-35.27680463946123,-35.254072095971004,-35.23159632193322,-35.20936095809668,-35.18735144057915,-35.16555473849978,-35.143959138109906,-35.122554063885985,-35.10132992924777,-35.08027801120513,-35.05939034447199,-35.038659631524986,-35.0180791658051,-34.99764276581756,-34.97734471831971,-34.95717972912768,-34.93714288034233,-34.91722959300974,-34.897435594403326,-34.87775688925312,-34.858189734360195,-34.838730616125325,-34.81937623059591,-34.800123465696764,-34.78096938536111,-34.761911215320374,-34.74294633034647,-34.724072242769886,-34.70528659212136,-34.68658713576591,-34.66797174041569,-34.6494383744229,-34.63098510076705,-34.61261007066139,-34.59431151771311,-34.57608775257949,-34.55793715806951,-34.539858184646135,-34.52184934628984,-34.503909216688314,-34.48603642572137,-34.468229656213424,-34.450487640928834,-34.43280915978822,-34.41519303728604,-34.3976381400917,-34.38014337481859,-34.36270768594646,-34.34533005388465,-34.32800949316431,-34.3107450507493,-34.29353580445624,-34.276380861475076,-34.25927935698244,-34.24223045284062,-34.22523333637574,-34.20828721922925,-34.19139133627731,-34.17454494461321,-34.15774732258827,-34.14099776890718,-34.12429560177385,-34.10764015808456,-34.09103079266483,-34.07446687754754,-34.05794780128914,-34.04147296832179,-34.02504179833896,-34.00865372571238,-33.99230819893841,-33.97600468011197,-33.95974264442634,-33.9435215796973,-33.92734098591008,-33.911200374787846,-33.895099269380424
85,-36.87138140699924,-36.183869090836694,-36.03742014095241,-35.951191996316744,-35.887761313137716,-35.83603642192725,-35.791341525019504,-35.751301900564,-35.71456008361629,-35.68027326211894,-35.647885047961324,-35.617010259315656,-35.58737191201284,-35.55876452996512,-35.53103166961061,-35.50405156250176,-35.477727614708556,-35.45198192799379,-35.42675076519979,-35.40198130345421,-35.37762926240898,-35.353657140562476,-35.33003288270057,-35.306728858527,-35.283721069579606,-35.26098852608938,-35.23851275205159,-35.21627738821505,-35.19426787069752,-35.17247116861815,-35.15087556822828,-35.12947049400436,-35.10824635936614,-35.087194441323504,-35.066306774590366,-35.04557606164336,-35.02499559592347,-35.00455919593593,-34.98426114843809,-34.964096159246054,-34.9440593104607,-34.92414602312812,-34.9043520245217,-34.884673319371494,-34.86510616447857,-34.8456470462437,-34.82629266071428,-34.80703989581514,-34.787885815479484,-34.76882764543875,-34.74986276046484,-34.73098867288826,-34.712203022239734,-34.693503565884285,-34.67488817053406,-34.65635480454127,-34.63790153088542,-34.61952650077977,-34.60122794783149,-34.58300418269786,-34.56485358818788,-34.54677461476451,-34.528765776408214,-34.51082564680669,-34.49295285583975,-34.4751460863318,-34.45740407104721,-34.439725589906594,-34.42210946740441,-34.404554570210074,-34.38705980493696,-34.369624116064834,-34.352246484003025,-34.33492592328268,-34.31766148086767,-34.300452234574614,-34.28329729159345,-34.26619578710081,-34.249146882958996,-34.23214976649411,-34.21520364934762,-34.198307766395686,-34.18146137473158,-34.164663752706645,-34.14791419902555,-34.131212031892225,-34.11455658820293,-34.097947222783205,-34.08138330766592,-34.06486423140751,-34.048389398440165,-34.031958228457334,-34.01557015583075,-33.99922462905678,-33.98292111023034,-33.966659074544715,-33.95043800981567,-33.93425741602845,-33.91811680490622,-33.9020156994988
86,-36.878365445798735,-36.19085312963619,-36.04440417975191,-35.95817603511624,-35.8947453519372,-35.843020460726734,-35.798325563819,-35.758285939363496,-35.721544122415786,-35.68725730091843,-35.65486908676082,-35.62399429811515,-35.594355950812336,-35.56574856876461,-35.53801570841011,-35.51103560130125,-35.48471165350805,-35.458965966793286,-35.433734803999286,-35.4089653422537,-35.384613301208475,-35.36064117936197,-35.337016921500066,-35.313712897326496,-35.2907051083791,-35.26797256488887,-35.245496790851085,-35.22326142701455,-35.20125190949702,-35.17945520741765,-35.157859607027774,-35.13645453280385,-35.115230398165636,-35.094178480123,-35.07329081338986,-35.052560100442854,-35.031979634722965,-35.01154323473543,-34.99124518723758,-34.97108019804555,-34.951043349260196,-34.93113006192761,-34.911336063321194,-34.89165735817099,-34.87209020327806,-34.85263108504319,-34.833276699513775,-34.81402393461463,-34.79486985427898,-34.77581168423824,-34.75684679926434,-34.73797271168775,-34.71918706103923,-34.70048760468378,-34.681872209333555,-34.66333884334077,-34.64488556968492,-34.62651053957926,-34.60821198663098,-34.58998822149736,-34.571837626987374,-34.553758653564,-34.53574981520771,-34.51780968560618,-34.49993689463924,-34.48213012513129,-34.4643881098467,-34.44670962870609,-34.429093506203905,-34.41153860900957,-34.394043843736455,-34.37660815486433,-34.35923052280252,-34.34190996208218,-34.324645519667165,-34.30743627337411,-34.29028133039294,-34.27317982590031,-34.25613092175849,-34.239133805293605,-34.222187688147116,-34.20529180519518,-34.18844541353108,-34.17164779150614,-34.154898237825044,-34.13819607069172,-34.121540627002425,-34.1049312615827,-34.08836734646541,-34.071848270207006,-34.05537343723966,-34.03894226725683,-34.022554194630246,-34.00620866785628,-33.98990514902984,-33.97364311334421,-33.957422048615165,-33.941241454827946,-33.925100843705714,-33.90899973829829
87,-36.885415547886886,-36.19790323172434,-36.05145428184006,-35.96522613720439,-35.90179545402536,-35.85007056281489,-35.80537566590715,-35.76533604145165,-35.72859422450394,-35.69430740300658,-35.66191918884897,-35.6310444002033,-35.60140605290049,-35.57279867085276,-35.54506581049826,-35.5180857033894,-35.4917617555962,-35.46601606888144,-35.44078490608744,-35.41601544434185,-35.391663403296626,-35.36769128145012,-35.34406702358822,-35.32076299941465,-35.29775521046725,-35.27502266697702,-35.252546892939236,-35.23031152910269,-35.20830201158517,-35.1865053095058,-35.164909709115925,-35.143504634892004,-35.12228050025379,-35.10122858221115,-35.08034091547801,-35.059610202531005,-35.039029736811116,-35.01859333682358,-34.99829528932573,-34.9781303001337,-34.95809345134835,-34.93818016401576,-34.918386165409345,-34.89870746025914,-34.879140305366214,-34.85968118713134,-34.840326801601925,-34.82107403670278,-34.80191995636713,-34.78286178632639,-34.76389690135249,-34.745022813775904,-34.72623716312738,-34.70753770677193,-34.688922311421706,-34.67038894542892,-34.65193567177307,-34.633560641667415,-34.615262088719135,-34.59703832358551,-34.578887729075525,-34.560808755652154,-34.54279991729586,-34.52485978769433,-34.50698699672739,-34.48918022721944,-34.47143821193485,-34.45375973079424,-34.436143608292056,-34.41858871109772,-34.401093945824606,-34.38365825695248,-34.36628062489067,-34.34896006417033,-34.331695621755316,-34.31448637546226,-34.297331432481094,-34.28022992798846,-34.26318102384664,-34.246183907381756,-34.22923779023527,-34.21234190728333,-34.19549551561923,-34.17869789359429,-34.161948339913195,-34.14524617277987,-34.128590729090575,-34.11198136367085,-34.09541744855356,-34.07889837229516,-34.06242353932781,-34.04599236934498,-34.0296042967184,-34.01325876994443,-33.99695525111799,-33.98069321543236,-33.964472150703315,-33.9482915569161,-33.932150945793865,-33.91604984038644
88,-36.892530220259935,-36.20501790409739,-36.05856895421311,-35.97234080957744,-35.90891012639841,-35.85718523518794,-35.8124903382802,-35.772450713824696,-35.735708896876986,-35.70142207537963,-35.66903386122202,-35.63815907257635,-35.608520725273536,-35.57991334322581,-35.55218048287131,-35.52520037576245,-35.49887642796925,-35.47313074125449,-35.447899578460486,-35.4231301167149,-35.398778075669675,-35.37480595382317,-35.351181695961266,-35.3278776717877,-35.3048698828403,-35.28213733935007,-35.259661565312285,-35.23742620147574,-35.21541668395822,-35.19361998187885,-35.172024381488974,-35.15061930726505,-35.129395172626836,-35.1083432545842,-35.08745558785106,-35.066724874904054,-35.046144409184166,-35.02570800919663,-35.00540996169878,-34.98524497250675,-34.965208123721396,-34.94529483638881,-34.925500837782394,-34.90582213263219,-34.88625497773926,-34.86679585950439,-34.847441473974975,-34.82818870907583,-34.80903462874018,-34.78997645869944,-34.77101157372554,-34.75213748614895,-34.73335183550043,-34.71465237914498,-34.696036983794755,-34.67750361780197,-34.65905034414612,-34.640675314040465,-34.622376761092184,-34.60415299595856,-34.586002401448575,-34.5679234280252,-34.54991458966891,-34.53197446006738,-34.51410166910044,-34.49629489959249,-34.4785528843079,-34.46087440316729,-34.443258280665106,-34.42570338347077,-34.408208618197655,-34.39077292932553,-34.37339529726372,-34.35607473654338,-34.338810294128365,-34.32160104783531,-34.304446104854144,-34.28734460036151,-34.27029569621969,-34.253298579754805,-34.236352462608316,-34.21945657965638,-34.20261018799228,-34.18581256596734,-34.169063012286244,-34.15236084515292,-34.135705401463625,-34.1190960360439,-34.10253212092661,-34.086013044668206,-34.06953821170086,-34.05310704171803,-34.036718969091446,-34.02037344231748,-34.00406992349104,-33.98780788780541,-33.971586823076365,-33.955406229289146,-33.939265618166914,-33.92316451275949
89,-36.89970801996087,-36.21219570379832,-36.06574675391404,-35.97951860927837,-35.91608792609934,-35.86436303488887,-35.81966813798113,-35.77962851352563,-35.74288669657792,-35.708599875080566,-35.67621166092295,-35.645336872277284,-35.61569852497447,-35.587091142926745,-35.55935828257224,-35.532378175463386,-35.506054227670184,-35.48030854095542,-35.45507737816142,-35.430307916415835,-35.40595587537061,-35.3819837535241,-35.3583594956622,-35.33505547148863,-35.312047682541234,-35.289315139051006,-35.26683936501322,-35.24460400117668,-35.22259448365915,-35.20079778157978,-35.17920218118991,-35.15779710696599,-35.13657297232777,-35.11552105428513,-35.094633387551994,-35.07390267460499,-35.0533222088851,-35.03288580889756,-35.012587761399715,-34.99242277220768,-34.97238592342233,-34.952472636089745,-34.93267863748333,-34.91299993233312,-34.893432777440196,-34.873973659205326,-34.85461927367591,-34.835366508776765,-34.81621242844111,-34.797154258400376,-34.77818937342647,-34.75931528584989,-34.74052963520136,-34.72183017884591,-34.70321478349569,-34.6846814175029,-34.66622814384705,-34.64785311374139,-34.62955456079311,-34.61133079565949,-34.59318020114951,-34.57510122772614,-34.55709238936984,-34.539152259768315,-34.521279468801374,-34.503472699293425,-34.485730684008836,-34.46805220286822,-34.45043608036604,-34.4328811831717,-34.41538641789859,-34.39795072902646,-34.38057309696465,-34.36325253624431,-34.3459880938293,-34.32877884753624,-34.31162390455508,-34.29452240006244,-34.277473495920624,-34.26047637945574,-34.24353026230925,-34.226634379357314,-34.20978798769321,-34.19299036566827,-34.17624081198718,-34.15953864485385,-34.14288320116456,-34.12627383574483,-34.109709920627544,-34.09319084436914,-34.07671601140179,-34.06028484141896,-34.04389676879238,-34.02755124201841,-34.01124772319197,-33.99498568750634,-33.9787646227773,-33.96258402899008,-33.94644341786785,-33.930342312460425
90,-36.90694755186756,-36.219435235705014,-36.07298628582073,-35.986758141185064,-35.92332745800603,-35.87160256679556,-35.826907669887824,-35.78686804543232,-35.75012622848461,-35.71583940698726,-35.683451192829644,-35.652576404183975,-35.62293805688116,-35.59433067483344,-35.56659781447893,-35.53961770737008,-35.513293759576875,-35.48754807286211,-35.46231691006811,-35.437547448322526,-35.4131954072773,-35.389223285430795,-35.36559902756889,-35.34229500339532,-35.319287214447925,-35.2965546709577,-35.27407889691991,-35.251843533083374,-35.22983401556584,-35.20803731348647,-35.1864417130966,-35.16503663887268,-35.14381250423446,-35.12276058619182,-35.101872919458685,-35.08114220651168,-35.06056174079179,-35.04012534080425,-35.019827293306406,-34.99966230411437,-34.97962545532902,-34.959712167996436,-34.93991816939002,-34.92023946423981,-34.90067230934689,-34.88121319111202,-34.8618588055826,-34.84260604068346,-34.8234519603478,-34.80439379030707,-34.78542890533316,-34.76655481775658,-34.74776916710805,-34.729069710752604,-34.71045431540238,-34.69192094940959,-34.67346767575374,-34.65509264564808,-34.6367940926998,-34.61857032756618,-34.6004197330562,-34.58234075963283,-34.56433192127653,-34.546391791675006,-34.528519000708066,-34.51071223120012,-34.49297021591553,-34.47529173477491,-34.45767561227273,-34.44012071507839,-34.42262594980528,-34.40519026093315,-34.387812628871345,-34.370492068151,-34.35322762573599,-34.33601837944293,-34.31886343646177,-34.30176193196913,-34.284713027827316,-34.26771591136243,-34.25076979421594,-34.233873911264006,-34.2170275195999,-34.200229897574964,-34.18348034389387,-34.166778176760545,-34.15012273307125,-34.133513367651524,-34.116949452534236,-34.10043037627583,-34.083955543308484,-34.067524373325654,-34.05113630069907,-34.0347907739251,-34.01848725509866,-34.002225219413035,-33.98600415468399,-33.96982356089677,-33.95368294977454,-33.937581844367116
91,-36.91424746660149,-36.22673515043894,-36.08028620055466,-35.99405805591899,-35.93062737273996,-35.878902481529494,-35.83420758462175,-35.79416796016625,-35.75742614321854,-35.723139321721185,-35.69075110756357,-35.6598763189179,-35.63023797161509,-35.601630589567364,-35.57389772921286,-35.546917622104004,-35.5205936743108,-35.49484798759604,-35.46961682480204,-35.444847363056454,-35.42049532201123,-35.39652320016472,-35.37289894230282,-35.34959491812925,-35.32658712918185,-35.303854585691624,-35.28137881165384,-35.259143447817294,-35.23713393029977,-35.2153372282204,-35.193741627830526,-35.172336553606605,-35.15111241896839,-35.13006050092575,-35.10917283419261,-35.088442121245606,-35.06786165552572,-35.04742525553818,-35.02712720804033,-35.0069622188483,-34.98692537006295,-34.96701208273036,-34.947218084123946,-34.92753937897374,-34.907972224080815,-34.888513105845945,-34.86915872031653,-34.849905955417384,-34.83075187508173,-34.811693705040994,-34.79272882006709,-34.773854732490506,-34.75506908184198,-34.73636962548653,-34.71775423013631,-34.69922086414352,-34.68076759048767,-34.66239256038202,-34.644094007433736,-34.62587024230011,-34.60771964779013,-34.589640674366755,-34.57163183601046,-34.553691706408934,-34.53581891544199,-34.518012145934044,-34.500270130649454,-34.48259164950884,-34.46497552700666,-34.44742062981232,-34.42992586453921,-34.41249017566708,-34.39511254360527,-34.37779198288493,-34.36052754046992,-34.34331829417686,-34.326163351195696,-34.30906184670306,-34.29201294256124,-34.27501582609636,-34.25806970894987,-34.24117382599793,-34.22432743433383,-34.20752981230889,-34.1907802586278,-34.17407809149447,-34.15742264780518,-34.14081328238545,-34.12424936726816,-34.10773029100976,-34.09125545804241,-34.07482428805958,-34.058436215433,-34.04209068865903,-34.02578716983259,-34.00952513414696,-33.99330406941792,-33.9771234756307,-33.960982864508466,-33.944881759101044
92,-36.92160645854938,-36.23409414238683,-36.08764519250255,-36.00141704786688,-35.937986364687845,-35.886261473477376,-35.84156657656964,-35.80152695211414,-35.76478513516643,-35.730498313669074,-35.69811009951146,-35.66723531086579,-35.63759696356298,-35.60898958151525,-35.58125672116075,-35.55427661405189,-35.52795266625869,-35.50220697954393,-35.47697581674993,-35.45220635500434,-35.427854313959116,-35.40388219211261,-35.38025793425071,-35.35695391007714,-35.33394612112974,-35.31121357763951,-35.28873780360173,-35.26650243976519,-35.24449292224766,-35.22269622016829,-35.201100619778416,-35.179695545554495,-35.15847141091628,-35.13741949287364,-35.1165318261405,-35.095801113193495,-35.07522064747361,-35.05478424748607,-35.03448619998822,-35.01432121079619,-34.99428436201084,-34.97437107467825,-34.954577076071836,-34.93489837092163,-34.915331216028704,-34.895872097793834,-34.876517712264416,-34.85726494736527,-34.83811086702962,-34.819052696988884,-34.80008781201498,-34.781213724438395,-34.76242807378987,-34.74372861743442,-34.7251132220842,-34.70657985609141,-34.68812658243556,-34.6697515523299,-34.65145299938162,-34.633229234248,-34.615078639738016,-34.596999666314645,-34.57899082795835,-34.56105069835682,-34.54317790738988,-34.52537113788193,-34.50762912259734,-34.48995064145673,-34.47233451895455,-34.45477962176021,-34.437284856487096,-34.41984916761497,-34.40247153555316,-34.38515097483282,-34.367886532417806,-34.35067728612475,-34.333522343143585,-34.31642083865095,-34.29937193450913,-34.28237481804425,-34.26542870089776,-34.24853281794582,-34.23168642628172,-34.21488880425678,-34.198139250575686,-34.18143708344236,-34.164781639753066,-34.14817227433334,-34.13160835921605,-34.11508928295765,-34.0986144499903,-34.08218328000747,-34.06579520738089,-34.04944968060692,-34.03314616178048,-34.01688412609485,-34.000663061365806,-33.98448246757859,-33.968341856456355,-33.95224075104893
93,-36.929023263991,-36.24151094782845,-36.09506199794417,-36.0088338533085,-35.94540317012947,-35.893678278919,-35.84898338201126,-35.80894375755576,-35.77220194060805,-35.737915119110696,-35.70552690495308,-35.67465211630741,-35.6450137690046,-35.616406386956875,-35.58867352660237,-35.561693419493515,-35.535369471700314,-35.50962378498555,-35.48439262219155,-35.459623160445965,-35.43527111940074,-35.41129899755423,-35.38767473969233,-35.36437071551876,-35.341362926571364,-35.318630383081135,-35.29615460904335,-35.27391924520681,-35.25190972768928,-35.23011302560991,-35.20851742522004,-35.18711235099612,-35.1658882163579,-35.14483629831526,-35.123948631582124,-35.10321791863512,-35.08263745291523,-35.06220105292769,-35.041903005429845,-35.02173801623781,-35.00170116745246,-34.981787880119875,-34.96199388151346,-34.94231517636325,-34.922748021470326,-34.903288903235456,-34.88393451770604,-34.864681752806895,-34.84552767247124,-34.826469502430506,-34.8075046174566,-34.78863052988002,-34.76984487923149,-34.75114542287604,-34.73253002752582,-34.71399666153303,-34.69554338787718,-34.67716835777152,-34.65886980482324,-34.64064603968962,-34.62249544517964,-34.60441647175627,-34.58640763339997,-34.568467503798445,-34.550594712831504,-34.532787943323555,-34.515045928038965,-34.49736744689835,-34.47975132439617,-34.46219642720183,-34.44470166192872,-34.42726597305659,-34.40988834099478,-34.39256778027444,-34.37530333785943,-34.35809409156637,-34.34093914858521,-34.32383764409257,-34.306788739950754,-34.28979162348587,-34.27284550633938,-34.255949623387444,-34.23910323172334,-34.2223056096984,-34.20555605601731,-34.18885388888398,-34.17219844519469,-34.15558907977496,-34.139025164657674,-34.12250608839927,-34.10603125543192,-34.08960008544909,-34.07321201282251,-34.05686648604854,-34.0405629672221,-34.02430093153647,-34.00807986680743,-33.99189927302021,-33.97575866189798,-33.959657556490555
94,-36.93649665932576,-36.248984343163215,-36.102535393278934,-36.016307248643265,-35.95287656546424,-35.90115167425377,-35.856456777346025,-35.81641715289052,-35.77967533594281,-35.74538851444546,-35.713000300287845,-35.68212551164218,-35.65248716433936,-35.62387978229164,-35.596146921937134,-35.56916681482828,-35.54284286703508,-35.51709718032031,-35.49186601752631,-35.46709655578073,-35.4427445147355,-35.418772392889,-35.39514813502709,-35.37184411085352,-35.34883632190613,-35.3261037784159,-35.30362800437811,-35.28139264054157,-35.259383123024044,-35.23758642094467,-35.2159908205548,-35.19458574633088,-35.17336161169266,-35.152309693650025,-35.13142202691689,-35.11069131396988,-35.09011084824999,-35.069674448262454,-35.04937640076461,-35.029211411572575,-35.00917456278722,-34.98926127545464,-34.96946727684822,-34.949788571698015,-34.93022141680509,-34.91076229857022,-34.8914079130408,-34.87215514814166,-34.853001067806005,-34.83394289776527,-34.814978012791364,-34.79610392521478,-34.777318274566255,-34.758618818210806,-34.74000342286058,-34.721470056867794,-34.70301678321194,-34.68464175310629,-34.66634320015801,-34.648119435024384,-34.6299688405144,-34.61188986709103,-34.593881028734735,-34.57594089913321,-34.55806810816627,-34.54026133865832,-34.52251932337373,-34.504840842233115,-34.48722471973093,-34.469669822536595,-34.45217505726348,-34.434739368391355,-34.417361736329546,-34.4000411756092,-34.38277673319419,-34.365567486901135,-34.34841254391997,-34.331311039427334,-34.31426213528552,-34.29726501882063,-34.28031890167414,-34.26342301872221,-34.246576627058104,-34.229779005033166,-34.21302945135207,-34.19632728421875,-34.17967184052945,-34.163062475109726,-34.14649855999244,-34.12997948373403,-34.113504650766686,-34.097073480783855,-34.08068540815727,-34.064339881383304,-34.048036362556864,-34.031774326871236,-34.01555326214219,-33.99937266835497,-33.98323205723274,-33.96713095182532
95,-36.94402545939208,-36.25651314322953,-36.11006419334525,-36.02383604870958,-35.96040536553055,-35.90868047432008,-35.86398557741234,-35.82394595295684,-35.78720413600913,-35.75291731451178,-35.72052910035416,-35.689654311708495,-35.66001596440568,-35.631408582357956,-35.60367572200345,-35.5766956148946,-35.550371667101395,-35.52462598038663,-35.49939481759263,-35.474625355847046,-35.45027331480182,-35.426301192955314,-35.40267693509341,-35.37937291091984,-35.356365121972445,-35.33363257848222,-35.31115680444443,-35.28892144060789,-35.26691192309036,-35.24511522101099,-35.22351962062112,-35.2021145463972,-35.18089041175898,-35.15983849371634,-35.138950826983205,-35.1182201140362,-35.09763964831631,-35.07720324832877,-35.056905200830926,-35.03674021163889,-35.01670336285354,-34.996790075520956,-34.97699607691454,-34.95731737176433,-34.93775021687141,-34.91829109863654,-34.89893671310712,-34.879683948207976,-34.86052986787232,-34.84147169783159,-34.82250681285768,-34.8036327252811,-34.78484707463257,-34.766147618277124,-34.7475322229269,-34.72899885693411,-34.71054558327826,-34.6921705531726,-34.67387200022432,-34.6556482350907,-34.63749764058072,-34.61941866715735,-34.60140982880105,-34.583469699199526,-34.565596908232585,-34.547790138724636,-34.53004812344005,-34.51236964229943,-34.49475351979725,-34.47719862260291,-34.4597038573298,-34.44226816845767,-34.424890536395864,-34.40756997567552,-34.39030553326051,-34.37309628696745,-34.35594134398629,-34.33883983949365,-34.321790935351835,-34.30479381888695,-34.28784770174046,-34.270951818788525,-34.25410542712442,-34.23730780509948,-34.22055825141839,-34.203856084285064,-34.18720064059577,-34.170591275176044,-34.154027360058755,-34.13750828380035,-34.121033450833,-34.10460228085017,-34.08821420822359,-34.07186868144962,-34.05556516262318,-34.039303126937554,-34.02308206220851,-34.00690146842129,-33.99076085729906,-33.974659751891636
96,-36.951608515874334,-36.26409619971179,-36.117647249827506,-36.03141910519184,-35.96798842201281,-35.91626353080234,-35.8715686338946,-35.831529009439095,-35.794787192491384,-35.76050037099403,-35.72811215683642,-35.69723736819075,-35.667599020887934,-35.63899163884021,-35.611258778485706,-35.58427867137685,-35.55795472358365,-35.532209036868885,-35.506977874074884,-35.4822084123293,-35.45785637128407,-35.43388424943757,-35.410259991575664,-35.386955967402095,-35.3639481784547,-35.34121563496447,-35.318739860926684,-35.29650449709014,-35.274494979572616,-35.252698277493245,-35.23110267710337,-35.20969760287945,-35.188473468241234,-35.1674215501986,-35.14653388346546,-35.12580317051845,-35.105222704798564,-35.084786304811026,-35.06448825731318,-35.04432326812115,-35.024286419335795,-35.00437313200321,-34.98457913339679,-34.96490042824659,-34.94533327335366,-34.92587415511879,-34.90651976958937,-34.88726700469023,-34.86811292435458,-34.84905475431384,-34.830089869339936,-34.81121578176335,-34.79243013111483,-34.77373067475938,-34.755115279409154,-34.736581913416366,-34.718128639760515,-34.69975360965486,-34.68145505670658,-34.663231291572956,-34.64508069706297,-34.6270017236396,-34.60899288528331,-34.59105275568178,-34.57317996471484,-34.55537319520689,-34.5376311799223,-34.51995269878169,-34.502336576279504,-34.48478167908517,-34.46728691381205,-34.44985122493993,-34.43247359287812,-34.415153032157775,-34.39788858974276,-34.38067934344971,-34.36352440046854,-34.346422895975905,-34.32937399183409,-34.3123768753692,-34.295430758222714,-34.27853487527078,-34.261688483606676,-34.24489086158174,-34.22814130790064,-34.21143914076732,-34.19478369707802,-34.1781743316583,-34.16161041654101,-34.145091340282605,-34.12861650731526,-34.11218533733243,-34.095797264705844,-34.079451737931876,-34.063148219105436,-34.04688618341981,-34.03066511869076,-34.014484524903544,-33.99834391378131,-33.98224280837389
