,bound_0,bound_1,bound_2,bound_3,bound_4,bound_5,bound_6,bound_7,bound_8,bound_9,bound_10,bound_11,bound_12,bound_13,bound_14,bound_15,bound_16,bound_17,bound_18,bound_19,bound_20,bound_21,bound_22,bound_23,bound_24,bound_25,bound_26,bound_27,bound_28,bound_29,bound_30,bound_31,bound_32,bound_33,bound_34,bound_35,bound_36,bound_37,bound_38,bound_39,bound_40,bound_41,bound_42,bound_43,bound_44,bound_45,bound_46,bound_47,bound_48,bound_49,bound_50,bound_51,bound_52,bound_53,bound_54,bound_55,bound_56,bound_57,bound_58,bound_59,bound_60,bound_61,bound_62,bound_63,bound_64,bound_65,bound_66,bound_67,bound_68,bound_69,bound_70,bound_71,bound_72,bound_73,bound_74,bound_75,bound_76,bound_77,bound_78,bound_79,bound_80,bound_81,bound_82,bound_83,bound_84,bound_85,bound_86,bound_87,bound_88,bound_89,bound_90,bound_91,bound_92,bound_93,bound_94,bound_95,bound_96,bound_97,bound_98,bound_99,bound_100,bound_101,bound_102,bound_103,bound_104,bound_105,bound_106,bound_107,bound_108,bound_109,bound_110,bound_111,bound_112,bound_113,bound_114,bound_115,bound_116,bound_117,bound_118,bound_119,bound_120,bound_121,bound_122,bound_123,bound_124,bound_125,bound_126,bound_127,bound_128,bound_129
0,17.186304092407227,16.5627498626709,15.95638656616211,15.36717414855957,14.795064926147461,14.240011215209961,13.7019624710083,13.18086051940918,12.676647186279297,12.189263343811035,11.71864128112793,11.26470947265625,10.827388763427734,10.406600952148438,10.002256393432617,9.614263534545898,9.242521286010742,8.886919021606445,8.547343254089355,8.22366714477539,7.91575813293457,7.623466968536377,7.3466362953186035,7.085096836090088,6.838660717010498,6.6071271896362305,6.390275478363037,6.187865257263184,5.999637603759766,5.8253021240234375,5.664549350738525,5.517034530639648,5.382382392883301,5.260184288024902,5.149989128112793,5.051308631896973,4.9636077880859375,4.886306285858154,4.818778038024902,4.760344505310059,4.710284233093262,4.667825698852539,4.632155895233154,4.602424621582031,4.57775354385376,4.557242393493652,4.539981842041016,4.52507209777832,4.511631011962891,4.498821258544922,4.48586368560791,4.472067356109619,4.456849098205566,4.439761161804199,4.420514106750488,4.398996353149414,4.375288009643555,4.349662780761719,4.322577953338623,4.294653415679932,4.266635894775391,4.2393598556518555,4.2136969566345215,4.190511703491211,4.170617580413818,4.154728889465332,4.143443584442139,4.137199401855469,4.13627290725708,4.140754222869873,4.150545120239258,4.165365219116211,4.184744358062744,4.208049774169922,4.234500885009766,4.263190746307373,4.293142318725586,4.323331356048584,4.352755546569824,4.3804707527160645,4.405642509460449,4.427586078643799,4.445786476135254,4.45991325378418,4.469814300537109,4.4755096435546875,4.477171421051025,4.4751105308532715,4.469762802124023,4.461681842803955,4.451530456542969,4.4400811195373535,4.428206443786621,4.416873455047607,4.4071269035339355,4.400070667266846,4.396848201751709,4.398613929748535,4.40651273727417,4.421658515930176,4.445113182067871,4.477879524230957,4.520883560180664,4.57498025894165,4.640941619873047,4.7194671630859375,4.811178684234619,4.916632652282715,5.036319255828857,5.170672416687012,5.320074081420898,5.484861373901367,5.6653242111206055,5.861724376678467,6.07428503036499,6.303206920623779,6.548663139343262,6.8108015060424805,7.089761734008789,7.385654926300049,7.6985907554626465,8.028656005859375,8.37592887878418,8.740486145019531,9.122382164001465,9.52168083190918,9.938425064086914,10.37265682220459,10.824421882629395,11.293746948242188
1,16.127727508544922,15.533618927001953,14.956655502319336,14.396788597106934,13.853963851928711,13.328128814697266,12.819219589233398,12.327176094055176,11.8519287109375,11.393404006958008,10.951523780822754,10.526204109191895,10.11735725402832,9.724885940551758,9.348686218261719,8.988649368286133,8.644655227661133,8.316576957702637,8.004278182983398,7.707610607147217,7.42641544342041,7.160520553588867,6.909741401672363,6.673876762390137,6.452709674835205,6.2460036277771,6.053505897521973,5.874935150146484,5.709990978240967,5.558343887329102,5.4196343421936035,5.2934746742248535,5.179436683654785,5.077060699462891,4.985844135284424,4.905243873596191,4.834674835205078,4.773506164550781,4.721063613891602,4.676630973815918,4.639451026916504,4.608732223510742,4.583650588989258,4.563358306884766,4.546993255615234,4.5336833000183105,4.522560119628906,4.512763500213623,4.50345516204834,4.493828773498535,4.483119487762451,4.4706220626831055,4.455710411071777,4.437863349914551,4.416694641113281,4.3919830322265625,4.363704681396484,4.332054138183594,4.297455310821533,4.260553359985352,4.2221903800964355,4.1833648681640625,4.145177364349365,4.108772277832031,4.075284004211426,4.0457763671875,4.021208763122559,4.002390384674072,3.989962577819824,3.9843757152557373,3.985875368118286,3.994494676589966,4.0100483894348145,4.032131195068359,4.06011962890625,4.093180179595947,4.130287170410156,4.170250415802002,4.211758136749268,4.253433704376221,4.293902397155762,4.331871032714844,4.366203308105469,4.395980358123779,4.420550346374512,4.439541816711426,4.452859878540039,4.460651874542236,4.4632697105407715,4.461226463317871,4.455160140991211,4.445806980133057,4.433989524841309,4.42060661315918,4.406630992889404,4.393104553222656,4.381129741668701,4.371856689453125,4.3664631843566895,4.366135597229004,4.372045516967773,4.385327339172363,4.407063961029053,4.438272476196289,4.479894638061523,4.5327911376953125,4.59774112701416,4.675443649291992,4.766524314880371,4.871532917022705,4.990958213806152,5.125226020812988,5.274710178375244,5.439742088317871,5.620601177215576,5.817541599273682,6.030777931213379,6.260498046875,6.506870269775391,6.770034313201904,7.050121307373047,7.347236633300781,7.661475658416748,7.992926597595215,8.341656684875488,8.707738876342773,9.091225624084473,9.49216365814209,9.910604476928711,10.346578598022461
2,15.01639175415039,14.454678535461426,13.910053253173828,13.382455825805664,12.871828079223633,12.378103256225586,11.901212692260742,11.441078186035156,10.997621536254883,10.570754051208496,10.160384178161621,9.766412734985352,9.388731002807617,9.02722454071045,8.681769371032715,8.35223388671875,8.03847599029541,7.7403411865234375,7.457666397094727,7.190273761749268,6.937973499298096,6.700562000274658,6.477816581726074,6.269500255584717,6.07535457611084,5.895102500915527,5.7284440994262695,5.575052738189697,5.4345784187316895,5.306637763977051,5.190820693969727,5.086679458618164,4.993732452392578,4.911460876464844,4.8393049240112305,4.776666641235352,4.722906589508057,4.677347183227539,4.639273643493652,4.607935905456543,4.582557678222656,4.562336444854736,4.546454429626465,4.534083366394043,4.524393081665039,4.5165581703186035,4.509763717651367,4.5032124519348145,4.49613094329834,4.48777437210083,4.477439880371094,4.464475631713867,4.448304653167725,4.428444862365723,4.404544353485107,4.376407623291016,4.344029903411865,4.307621002197266,4.26761531829834,4.224666595458984,4.179627895355225,4.133512496948242,4.087448596954346,4.0426249504089355,4.0002360343933105,3.9614367485046387,3.9272971153259277,3.898772716522217,3.876675605773926,3.861659526824951,3.8542020320892334,3.85459566116333,3.862938404083252,3.8791239261627197,3.902834892272949,3.9335365295410156,3.970473289489746,4.012671947479248,4.058952808380127,4.107956886291504,4.158190727233887,4.208086967468262,4.256085395812988,4.300729751586914,4.340754985809326,4.375169277191162,4.40330696105957,4.424842834472656,4.4397735595703125,4.448370933532715,4.451120376586914,4.448658466339111,4.441727638244629,4.431140899658203,4.4177703857421875,4.402544021606445,4.386448860168457,4.370536804199219,4.355920314788818,4.343764305114746,4.335270881652832,4.331656455993652,4.334125518798828,4.343858242034912,4.361979007720947,4.389537811279297,4.427513122558594,4.47679328918457,4.538191795349121,4.6124267578125,4.700130462646484,4.801869869232178,4.918130397796631,5.049356937408447,5.195921897888184,5.358142852783203,5.536306858062744,5.730649948120117,5.94140100479126,6.168740749359131,6.412817478179932,6.673774719238281,6.951721668243408,7.2467827796936035,7.5590434074401855,7.8885722160339355,8.235442161560059,8.599701881408691,8.981427192687988,9.380657196044922
3,13.859403610229492,13.333309173583984,12.824223518371582,12.332082748413086,11.8568115234375,11.398334503173828,10.956565856933594,10.531416893005371,10.122790336608887,9.73058032989502,9.354671478271484,8.994945526123047,8.65127182006836,8.323509216308594,8.01150894165039,7.7151031494140625,7.434121608734131,7.168379783630371,6.9176740646362305,6.681789875030518,6.460494518280029,6.253543376922607,6.060667037963867,5.881580829620361,5.715977191925049,5.563525199890137,5.423871040344238,5.296630859375,5.181396484375,5.077726364135742,4.985146522521973,4.903151512145996,4.831196308135986,4.768704414367676,4.715060710906982,4.669614315032959,4.6316819190979,4.6005473136901855,4.575469017028809,4.5556817054748535,4.540403842926025,4.528842926025391,4.52020263671875,4.513686180114746,4.508506774902344,4.503886699676514,4.4990692138671875,4.493319988250732,4.485938549041748,4.476268291473389,4.463712215423584,4.447753429412842,4.427976608276367,4.404091835021973,4.3759565353393555,4.343593597412109,4.307198524475098,4.2671380043029785,4.223940372467041,4.178274154663086,4.130923271179199,4.082754611968994,4.034689903259277,3.987678050994873,3.942667007446289,3.900585174560547,3.8623175621032715,3.8286964893341064,3.8004798889160156,3.778341770172119,3.7628602981567383,3.7544994354248047,3.7536025047302246,3.7603697776794434,3.7748496532440186,3.7969226837158203,3.826279640197754,3.8624167442321777,3.904613971710205,3.951934337615967,4.003234386444092,4.057167053222656,4.112234592437744,4.166843414306641,4.219381332397461,4.2683234214782715,4.312328338623047,4.350330829620361,4.3816070556640625,4.405795097351074,4.422880172729492,4.433138370513916,4.437071800231934,4.435333251953125,4.4286699295043945,4.4178876876831055,4.403835773468018,4.38741397857666,4.369575500488281,4.35134744644165,4.333829402923584,4.318192481994629,4.305662155151367,4.297496795654297,4.29495906829834,4.299290657043457,4.311681270599365,4.333254814147949,4.36505126953125,4.40802001953125,4.463015556335449,4.530798435211182,4.612041473388672,4.707333564758301,4.8171892166137695,4.94205379486084,5.08231258392334,5.238296031951904,5.410292625427246,5.598546028137207,5.8032708168029785,6.024648189544678,6.262831211090088,6.5179595947265625,6.790144443511963,7.079490661621094,7.386083126068115,7.709992408752441,8.051289558410645,8.410025596618652
4,12.667230606079102,12.180257797241211,11.710190773010254,11.256952285766602,10.820453643798828,10.400598526000977,9.997284889221191,9.610404014587402,9.23983383178711,8.885444641113281,8.547094345092773,8.224634170532227,7.917901992797852,7.6267218589782715,7.350904941558838,7.09024715423584,6.8445353507995605,6.613536834716797,6.397002220153809,6.194666385650635,6.006242752075195,5.8314313888549805,5.669907569885254,5.521326541900635,5.385319709777832,5.2614946365356445,5.149433612823486,5.048691272735596,4.958794116973877,4.879237174987793,4.809486389160156,4.748974323272705,4.6971025466918945,4.653241157531738,4.616729736328125,4.586880207061768,4.5629801750183105,4.544295310974121,4.530076026916504,4.51956033706665,4.511981010437012,4.506569862365723,4.502558708190918,4.499192237854004,4.495723724365234,4.491428375244141,4.4856109619140625,4.477618217468262,4.466856956481934,4.452816009521484,4.435093879699707,4.413418769836426,4.387674808502197,4.357909202575684,4.324337005615234,4.287327766418457,4.247380256652832,4.205087661743164,4.161101341247559,4.116093158721924,4.070723533630371,4.025616645812988,3.9813520908355713,3.938458204269409,3.8974223136901855,3.8586997985839844,3.82273006439209,3.7899529933929443,3.7608165740966797,3.735785722732544,3.715336322784424,3.6999528408050537,3.69010591506958,3.6862387657165527,3.688737392425537,3.697904586791992,3.713937759399414,3.7368903160095215,3.766657829284668,3.8029427528381348,3.845235586166382,3.892807960510254,3.9446940422058105,3.999709129333496,4.056467533111572,4.113436222076416,4.169004917144775,4.221580982208252,4.26970100402832,4.312129020690918,4.347951412200928,4.376614570617676,4.397934436798096,4.412051200866699,4.419362545013428,4.420444011688232,4.415979862213135,4.406716346740723,4.393439292907715,4.376980781555176,4.358229637145996,4.338156700134277,4.3178253173828125,4.298397541046143,4.281118392944336,4.2672953605651855,4.258264064788818,4.255354881286621,4.259860038757324,4.273003101348877,4.295923233032227,4.3296613693237305,4.375150680541992,4.433224678039551,4.504610061645508,4.589947700500488,4.689785957336426,4.804600238800049,4.9347991943359375,5.080729961395264,5.242692947387695,5.420941352844238,5.615690231323242,5.8271284103393555,6.0554094314575195,6.300673007965088,6.5630316734313965,6.842581272125244,7.139411926269531,7.453590393066406
5,11.454533576965332,11.01047134399414,10.583169937133789,10.172534942626953,9.778453826904297,9.400809288024902,9.039470672607422,8.694299697875977,8.365141868591309,8.051834106445312,7.754197597503662,7.472038269042969,7.205150127410889,6.953309059143066,6.716274738311768,6.493791580200195,6.285583972930908,6.0913615226745605,5.910812854766846,5.743605613708496,5.589391231536865,5.447800636291504,5.31843900680542,5.200897693634033,5.094738006591797,4.999503135681152,4.91471004486084,4.839849948883057,4.774390697479248,4.717770576477051,4.669404029846191,4.628676414489746,4.594948768615723,4.567556858062744,4.545814514160156,4.529016971588135,4.516441822052002,4.507355213165283,4.501015663146973,4.496675968170166,4.493589401245117,4.491015911102295,4.488222122192383,4.4844970703125,4.479155540466309,4.471561908721924,4.4611430168151855,4.447416305541992,4.430015563964844,4.408716201782227,4.383454322814941,4.354337692260742,4.321648120880127,4.285821914672852,4.247424602508545,4.207110404968262,4.165583610534668,4.123547554016113,4.081668376922607,4.040541172027588,4.0006585121154785,3.9624009132385254,3.926030397415161,3.891695737838745,3.8594472408294678,3.8292622566223145,3.8010761737823486,3.774820327758789,3.7504587173461914,3.7280242443084717,3.707646131515503,3.6895689964294434,3.6741535663604736,3.661869525909424,3.653268575668335,3.64894962310791,3.6495203971862793,3.6555495262145996,3.667525291442871,3.6858162879943848,3.7106270790100098,3.741975784301758,3.7796597480773926,3.8232367038726807,3.872009754180908,3.92502760887146,3.981090545654297,4.038787841796875,4.096550941467285,4.152734279632568,4.205722808837891,4.254040241241455,4.296464920043945,4.332108974456787,4.360459327697754,4.381368637084961,4.3949995040893555,4.401752471923828,4.4021759033203125,4.396908283233643,4.386634349822998,4.372082710266113,4.354037284851074,4.333371162414551,4.311068534851074,4.288242816925049,4.2661333084106445,4.246084213256836,4.229509353637695,4.217848777770996,4.2125244140625,4.214903831481934,4.226265907287598,4.2477898597717285,4.280533313751221,4.325432777404785,4.383313179016113,4.4548845291137695,4.540768623352051,4.641489028930664,4.757490634918213,4.889156341552734,5.03680419921875,5.200713157653809,5.381111145019531,5.578191757202148,5.792119979858398,6.023031234741211,6.271052837371826,6.53627872467041
6,10.241172790527344,9.844067573547363,9.46351432800293,9.099387168884277,8.751543045043945,8.419830322265625,8.104081153869629,7.804111003875732,7.519721984863281,7.250697612762451,6.996804237365723,6.757789611816406,6.533382415771484,6.323291778564453,6.1272101402282715,5.944804668426514,5.775725841522217,5.619606018066406,5.47605562210083,5.344669818878174,5.225021839141846,5.116667747497559,5.0191473960876465,4.931982517242432,4.85467529296875,4.7867112159729,4.727555274963379,4.676653861999512,4.633432388305664,4.597294330596924,4.567622184753418,4.543777942657471,4.525101661682129,4.510914325714111,4.500521183013916,4.493211269378662,4.488263130187988,4.484946250915527,4.4825286865234375,4.480278491973877,4.477477550506592,4.473428726196289,4.467474460601807,4.459014892578125,4.44753360748291,4.432621479034424,4.414003372192383,4.391559600830078,4.365334987640381,4.335543632507324,4.302556037902832,4.266875267028809,4.229108810424805,4.189925670623779,4.150023460388184,4.1100873947143555,4.070763111114502,4.03262996673584,3.996181011199951,3.9618096351623535,3.929799795150757,3.9003231525421143,3.8734350204467773,3.849076271057129,3.827080011367798,3.8071820735931396,3.789039134979248,3.772254467010498,3.756413459777832,3.7411248683929443,3.726067304611206,3.7110400199890137,3.696000576019287,3.6810951232910156,3.6666712760925293,3.6532649993896484,3.6415741443634033,3.632408618927002,3.6266398429870605,3.625136613845825,3.628709077835083,3.63805890083313,3.653731346130371,3.6760804653167725,3.7052392959594727,3.7410953044891357,3.7832717895507812,3.8311192989349365,3.883711814880371,3.9398603439331055,3.998148202896118,4.056979656219482,4.114666938781738,4.169535160064697,4.220037460327148,4.264870643615723,4.303057670593262,4.333995819091797,4.357443809509277,4.373470306396484,4.382371425628662,4.384590148925781,4.380650520324707,4.371129035949707,4.356657028198242,4.337944984436035,4.315829277038574,4.291300296783447,4.265521049499512,4.2398200035095215,4.215659141540527,4.194584369659424,4.178171157836914,4.167967319488525,4.165449619293213,4.171985626220703,4.188816547393799,4.217046737670898,4.257647514343262,4.311454772949219,4.379185676574707,4.461451530456543,4.558765411376953,4.671567440032959,4.800220489501953,4.945028305053711,5.106249809265137,5.284093856811523,5.478747844696045,5.690359115600586
7,9.053297996520996,8.707374572753906,8.377683639526367,8.064051628112793,7.766290664672852,7.484194755554199,7.217535972595215,6.966067314147949,6.729520320892334,6.507602691650391,6.3000006675720215,6.106377601623535,5.926374435424805,5.759608268737793,5.605679512023926,5.464163780212402,5.334622383117676,5.216601371765137,5.109628677368164,5.013225555419922,4.926898002624512,4.8501458168029785,4.782458305358887,4.723316669464111,4.672191619873047,4.628542900085449,4.591813564300537,4.561433792114258,4.536813735961914,4.517343044281006,4.502389907836914,4.491300582885742,4.483398914337158,4.477991104125977,4.474365234375,4.471799373626709,4.4695658683776855,4.466943740844727,4.463230609893799,4.457759857177734,4.449923515319824,4.4391984939575195,4.4251708984375,4.407564163208008,4.386260986328125,4.361310958862305,4.332932472229004,4.301496505737305,4.2675018310546875,4.231541633605957,4.194260597229004,4.156319618225098,4.11836051940918,4.080977916717529,4.044700622558594,4.00998067855835,3.977186918258667,3.9466049671173096,3.9184415340423584,3.8928298950195312,3.86983060836792,3.849439859390259,3.831589460372925,3.816147804260254,3.80292010307312,3.7916460037231445,3.7820000648498535,3.7735939025878906,3.765981912612915,3.758676290512085,3.7511696815490723,3.7429680824279785,3.7336344718933105,3.72283673286438,3.710399866104126,3.696349859237671,3.680940628051758,3.664666175842285,3.6482386589050293,3.632556200027466,3.6186399459838867,3.607570171356201,3.6004199981689453,3.598189353942871,3.6017520427703857,3.611809730529785,3.628858804702759,3.6531591415405273,3.6847188472747803,3.723273754119873,3.768279552459717,3.8189094066619873,3.8740618228912354,3.932386875152588,3.992328405380249,4.052200794219971,4.110279083251953,4.164912700653076,4.214642524719238,4.258290767669678,4.295025825500488,4.324366569519043,4.346147060394287,4.360444068908691,4.367495059967041,4.367639541625977,4.361283302307129,4.34890604019165,4.331099033355713,4.308614730834961,4.282410144805908,4.2536725997924805,4.223808288574219,4.194402694702148,4.167157173156738,4.143815994262695,4.126095771789551,4.115629196166992,4.113923072814941,4.122331619262695,4.142047882080078,4.174107551574707,4.219394683837891,4.278663635253906,4.352546215057373,4.441567420959473,4.546165466308594,4.6667022705078125,4.803488731384277,4.956771373748779
8,7.9244232177734375,7.633884906768799,7.3590617179870605,7.0997138023376465,6.8555755615234375,6.626356601715088,6.411738395690918,6.211374759674072,6.024892330169678,5.851891994476318,5.691944599151611,5.544602394104004,5.409392356872559,5.285821914672852,5.1733903884887695,5.071580410003662,4.979874610900879,4.8977532386779785,4.824695110321045,4.760186672210693,4.7037153244018555,4.654776573181152,4.612860679626465,4.577460289001465,4.548053741455078,4.52410888671875,4.505070686340332,4.490359306335449,4.479364395141602,4.471446514129639,4.465934753417969,4.462131977081299,4.459320068359375,4.4567718505859375,4.45376443862915,4.449594497680664,4.443605422973633,4.43520450592041,4.423898696899414,4.409316062927246,4.391228675842285,4.369574069976807,4.344457626342773,4.3161468505859375,4.285055637359619,4.251710891723633,4.216719627380371,4.180726051330566,4.144376754760742,4.108283996582031,4.073000907897949,4.039005756378174,4.006688117980957,3.9763505458831787,3.9482080936431885,3.9223971366882324,3.898983955383301,3.877974271774292,3.8593251705169678,3.842954158782959,3.8287484645843506,3.8165736198425293,3.806276798248291,3.797694683074951,3.7906548976898193,3.784973621368408,3.7804574966430664,3.77689528465271,3.77405047416687,3.771655321121216,3.7693989276885986,3.76692271232605,3.763821840286255,3.759653329849243,3.7539618015289307,3.7463135719299316,3.7363498210906982,3.7238433361053467,3.7087552547454834,3.6912841796875,3.671889066696167,3.65128755569458,3.6304233074188232,3.6104092597961426,3.592456817626953,3.5777955055236816,3.5676026344299316,3.5629379749298096,3.5646955966949463,3.5735630989074707,3.589996099472046,3.6141984462738037,3.6461076736450195,3.685387134552002,3.731417655944824,3.7833051681518555,3.839888572692871,3.899771213531494,3.961369037628174,4.022980213165283,4.082880973815918,4.13942813873291,4.191163063049316,4.236897945404053,4.275754928588867,4.307170867919922,4.330848693847656,4.346696853637695,4.354765892028809,4.355202674865723,4.3482561111450195,4.334307670593262,4.313930988311768,4.2879557609558105,4.257507801055908,4.224005699157715,4.189126491546631,4.154727458953857,4.122754096984863,4.095146656036377,4.073763847351074,4.060321807861328,4.056360721588135,4.063234329223633,4.082107067108154,4.11396598815918,4.159638404846191,4.219815731048584,4.2950663566589355,4.38585901260376
9,6.895980358123779,6.664533615112305,6.447932720184326,6.245820999145508,6.057811260223389,5.883479595184326,5.722370147705078,5.573992729187012,5.437830924987793,5.313343048095703,5.199965953826904,5.097129821777344,5.0042572021484375,4.920775413513184,4.846123695373535,4.779757022857666,4.721155166625977,4.669817924499512,4.62526798248291,4.587045669555664,4.554697513580322,4.527771949768066,4.505804061889648,4.488306045532227,4.474754333496094,4.4645867347717285,4.457191467285156,4.451912879943848,4.44805383682251,4.444885730743408,4.441667079925537,4.437665939331055,4.432185173034668,4.4245924949646,4.414353370666504,4.401058673858643,4.38444709777832,4.3644208908081055,4.341052055358887,4.314570903778076,4.285347938537598,4.253867149353027,4.220686912536621,4.186408042907715,4.151636600494385,4.1169562339782715,4.082902908325195,4.049948215484619,4.01849365234375,3.9888603687286377,3.9612958431243896,3.9359734058380127,3.912996292114258,3.892404794692993,3.87418270111084,3.8582615852355957,3.8445281982421875,3.832829236984253,3.8229825496673584,3.81478214263916,3.8080108165740967,3.8024489879608154,3.7978856563568115,3.7941298484802246,3.7910163402557373,3.78841233253479,3.7862203121185303,3.7843735218048096,3.7828311920166016,3.7815659046173096,3.7805471420288086,3.779726266860962,3.779012441635132,3.7782554626464844,3.7772278785705566,3.775614023208618,3.7730116844177246,3.76894474029541,3.7628960609436035,3.7543580532073975,3.7428998947143555,3.7282423973083496,3.710329294204712,3.689383029937744,3.6659324169158936,3.640800952911377,3.6150639057159424,3.5899767875671387,3.566887378692627,3.5471506118774414,3.5320465564727783,3.5227200984954834,3.5201308727264404,3.525019645690918,3.5378894805908203,3.5589871406555176,3.588299512863159,3.625541925430298,3.670161008834839,3.7213294506073,3.7779622077941895,3.838731288909912,3.902108907699585,3.966423988342285,4.029940605163574,4.090954780578613,4.147886276245117,4.199363708496094,4.2442779541015625,4.281791687011719,4.311315536499023,4.332454681396484,4.344969749450684,4.3487443923950195,4.343810081481934,4.33040189743042,4.309033393859863,4.280575752258301,4.2462897300720215,4.207812786102295,4.167088031768799,4.126253128051758,4.087518215179443,4.05305290222168,4.024889945983887,4.004876136779785,3.99463152885437,3.9955530166625977,4.008815765380859,4.035399913787842
10,6.016164302825928,5.845925807952881,5.688992500305176,5.544828414916992,5.412859916687012,5.292477607727051,5.18304443359375,5.0839080810546875,4.9944071769714355,4.913890361785889,4.841724395751953,4.777307987213135,4.720081329345703,4.6695332527160645,4.625197887420654,4.586656093597412,4.55352258682251,4.5254316329956055,4.502020835876465,4.48291015625,4.467686653137207,4.4558844566345215,4.4469757080078125,4.440362453460693,4.435380935668945,4.431309700012207,4.427390098571777,4.422854423522949,4.416961669921875,4.4090375900268555,4.3985185623168945,4.384984016418457,4.368186950683594,4.348069667816162,4.32475471496582,4.29853630065918,4.269837856292725,4.2391815185546875,4.207139015197754,4.17429256439209,4.141201019287109,4.108372688293457,4.076253890991211,4.0452165603637695,4.015565872192383,3.987542152404785,3.961332082748413,3.937079429626465,3.9148917198181152,3.8948473930358887,3.87699556350708,3.861356258392334,3.847917079925537,3.83662486076355,3.8273849487304688,3.820054054260254,3.814443588256836,3.8103232383728027,3.8074309825897217,3.805483818054199,3.8041985034942627,3.803304672241211,3.802565097808838,3.8017890453338623,3.8008387088775635,3.799638032913208,3.7981669902801514,3.7964560985565186,3.794574737548828,3.792619466781616,3.790698766708374,3.7889223098754883,3.7873849868774414,3.786159038543701,3.7852790355682373,3.784731388092041,3.784440040588379,3.7842507362365723,3.783919095993042,3.7830984592437744,3.7813379764556885,3.7780935764312744,3.772754669189453,3.764695167541504,3.7533419132232666,3.738259792327881,3.71923828125,3.696366310119629,3.670074939727783,3.641143321990967,3.6106581687927246,3.579941749572754,3.5504539012908936,3.5236940383911133,3.501108169555664,3.484015464782715,3.4735546112060547,3.470644950866699,3.475965738296509,3.4899446964263916,3.512747287750244,3.544276237487793,3.5841665267944336,3.6317830085754395,3.6862242221832275,3.746333599090576,3.8107190132141113,3.877793312072754,3.945833683013916,4.013055324554443,4.077703952789307,4.138137340545654,4.192897319793701,4.24074649810791,4.280667304992676,4.3118391036987305,4.333601951599121,4.345446586608887,4.347042083740234,4.338311195373535,4.3195366859436035,4.2914605140686035,4.255341529846191,4.2129364013671875,4.166412353515625,4.118199348449707,4.070825576782227,4.026764869689941,3.9883291721343994,3.9575867652893066
11,5.3336005210876465,5.222630500793457,5.12223482131958,5.031653881072998,4.950119972229004,4.876876354217529,4.811196327209473,4.752404689788818,4.699889659881592,4.6531219482421875,4.611651420593262,4.575109481811523,4.543188571929932,4.515627861022949,4.492185592651367,4.472609519958496,4.456608772277832,4.443830490112305,4.433837890625,4.42609977722168,4.419990539550781,4.414799690246582,4.409755229949951,4.404060363769531,4.396937847137451,4.3876848220825195,4.37572717666626,4.360663414001465,4.342299461364746,4.320662021636963,4.295989036560059,4.268694877624512,4.239325523376465,4.208504676818848,4.176873207092285,4.1450419425964355,4.113552570343018,4.082853317260742,4.053289413452148,4.025103569030762,3.9984490871429443,3.9734086990356445,3.950016498565674,3.9282829761505127,3.9082112312316895,3.8898143768310547,3.8731212615966797,3.8581759929656982,3.845033884048462,3.8337485790252686,3.8243567943573,3.816865921020508,3.8112387657165527,3.807384967803955,3.80515718460083,3.8043487071990967,3.8047056198120117,3.8059351444244385,3.807722806930542,3.8097543716430664,3.811734199523926,3.8134071826934814,3.81457257270813,3.8150956630706787,3.8149125576019287,3.8140273094177246,3.812500476837158,3.810438871383667,3.8079757690429688,3.805255651473999,3.8024184703826904,3.799588918685913,3.7968709468841553,3.794346570968628,3.7920780181884766,3.7901127338409424,3.7884914875030518,3.787248134613037,3.786410331726074,3.785989284515381,3.785968065261841,3.7862751483917236,3.7867605686187744,3.7871673107147217,3.7871084213256836,3.7860541343688965,3.7833406925201416,3.7782015800476074,3.769831418991089,3.757478713989258,3.7405591011047363,3.7187702655792236,3.692187786102295,3.66131591796875,3.6270861625671387,3.5907933712005615,3.5539956092834473,3.5183894634246826,3.485684394836426,3.4575042724609375,3.4353017807006836,3.4203124046325684,3.4135208129882812,3.415647029876709,3.427142381668091,3.448190212249756,3.4787044525146484,3.5183327198028564,3.5664544105529785,3.6221871376037598,3.6843931674957275,3.751699447631836,3.8225293159484863,3.895155191421509,3.9677581787109375,4.038508892059326,4.105633735656738,4.167473793029785,4.2225165367126465,4.269394397735596,4.3068742752075195,4.333850860595703,4.3493804931640625,4.35276985168457,4.343713760375977,4.322451591491699,4.289888858795166,4.247627258300781,4.197889804840088,4.143348217010498
